TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
DAL,DAL vs. TOR,12/26/17,W,240,98,40,94,42.6,6,24,25,12,16,75,16,40,56,20,5,11,14,24,5
DAL,DAL @ ATL,12/23/17,L,240,107,43,85,50.6,9,33,27.3,12,15,80,7,23,30,31,8,3,11,17,-5
DAL,DAL @ MIA,12/22/17,L,240,101,38,75,50.7,17,35,48.6,8,11,72.7,3,19,22,28,5,2,8,12,-12
DAL,DAL vs. DET,12/20/17,W,240,110,40,75,53.3,14,30,46.7,16,20,80,4,33,37,22,6,7,12,17,17
DAL,DAL vs. PHX,12/18/17,L,240,91,32,88,36.4,11,37,29.7,16,17,94.1,8,34,42,21,10,5,15,18,-6
DAL,DAL @ SAS,12/16/17,L,240,96,39,80,48.8,10,28,35.7,8,9,88.9,4,34,38,23,4,4,10,16,-2
DAL,DAL @ GSW,12/14/17,L,240,97,37,82,45.1,10,29,34.5,13,17,76.5,8,23,31,25,7,1,12,16,-15
DAL,DAL vs. SAS,12/12/17,W,240,95,38,89,42.7,9,24,37.5,10,12,83.3,8,41,49,17,8,2,8,19,6
DAL,DAL @ MIN,12/10/17,L,240,92,37,81,45.7,11,31,35.5,7,9,77.8,6,27,33,23,6,5,11,22,-5
DAL,DAL @ MIL,12/8/17,L,240,102,35,75,46.7,10,24,41.7,22,26,84.6,4,32,36,18,6,2,12,22,-7
DAL,DAL @ BOS,12/6/17,L,240,90,34,86,39.5,9,28,32.1,13,17,76.5,6,39,45,19,7,5,11,12,-7
DAL,DAL vs. DEN,12/4/17,W,240,122,49,86,57,12,26,46.2,12,17,70.6,5,37,42,26,4,6,7,18,17
DAL,DAL vs. LAC,12/2/17,W,240,108,36,79,45.6,16,35,45.7,20,26,76.9,15,39,54,24,4,7,17,20,26
DAL,DAL vs. BKN,11/29/17,L,240,104,39,84,46.4,9,27,33.3,17,21,81,7,37,44,26,5,3,11,23,-5
DAL,DAL @ SAS,11/27/17,L,240,108,41,85,48.2,14,32,43.8,12,17,70.6,4,36,40,25,7,0,11,19,-7
DAL,DAL vs. OKC,11/25/17,W,240,97,37,75,49.3,15,35,42.9,8,11,72.7,8,35,43,25,11,5,17,18,16
DAL,DAL @ MEM,11/22/17,W,240,95,39,91,42.9,9,28,32.1,8,16,50,4,36,40,23,9,2,8,14,1
DAL,DAL vs. BOS,11/20/17,L,265,102,39,96,40.6,7,33,21.2,17,20,85,8,37,45,18,7,3,11,22,-8
DAL,DAL vs. MIL,11/18/17,W,240,111,38,79,48.1,19,38,50,16,19,84.2,7,42,49,27,7,2,17,26,32
DAL,DAL vs. MIN,11/17/17,L,240,87,32,86,37.2,8,38,21.1,15,17,88.2,11,30,41,18,3,3,11,20,-24
DAL,DAL vs. SAS,11/14/17,L,240,91,33,81,40.7,10,34,29.4,15,18,83.3,5,35,40,18,7,4,15,23,-6
DAL,DAL @ OKC,11/12/17,L,240,99,37,87,42.5,11,37,29.7,14,18,77.8,11,30,41,18,9,4,20,20,-13
DAL,DAL vs. CLE,11/11/17,L,240,104,39,92,42.4,10,34,29.4,16,21,76.2,9,33,42,21,7,3,11,26,-7
DAL,DAL @ WAS,11/7/17,W,240,113,43,91,47.3,11,30,36.7,16,20,80,11,42,53,26,6,8,12,23,14
DAL,DAL @ MIN,11/4/17,L,240,99,40,87,46,10,27,37,9,12,75,7,24,31,18,7,2,15,19,-13
DAL,DAL vs. NOP,11/3/17,L,240,94,34,88,38.6,9,34,26.5,17,22,77.3,9,38,47,19,4,7,15,24,-5
DAL,DAL @ LAC,11/1/17,L,240,98,35,89,39.3,12,36,33.3,16,20,80,9,29,38,20,8,5,14,22,-21
DAL,DAL @ UTA,10/30/17,L,240,89,34,76,44.7,12,24,50,9,11,81.8,9,33,42,17,4,3,24,16,-15
DAL,DAL vs. PHI,10/28/17,L,240,110,38,74,51.4,19,40,47.5,15,19,78.9,3,30,33,22,7,2,18,15,-2
DAL,DAL @ MEM,10/26/17,L,240,91,32,94,34,10,34,29.4,17,20,85,18,35,53,20,10,3,14,22,-5
DAL,DAL vs. MEM,10/25/17,W,240,103,36,74,48.6,11,26,42.3,20,29,69,4,31,35,20,6,4,11,20,9
DAL,DAL vs. GSW,10/23/17,L,240,103,38,96,39.6,9,29,31,18,30,60,14,28,42,21,11,0,12,20,-30
DAL,DAL @ HOU,10/21/17,L,240,91,31,84,36.9,13,31,41.9,16,21,76.2,8,33,41,19,6,0,14,19,-16
DAL,DAL vs. SAC,10/20/17,L,240,88,31,75,41.3,11,33,33.3,15,21,71.4,7,29,36,19,8,7,12,13,-5
DAL,DAL vs. ATL,10/18/17,L,240,111,38,86,44.2,17,45,37.8,18,21,85.7,9,32,41,27,5,4,16,19,-6
DEN,DEN @ MIN,4/11/18,L,265,106,41,90,45.6,13,32,40.6,11,18,61.1,10,37,47,19,4,4,15,22,-6
DEN,DEN vs. POR,4/9/18,W,240,88,31,83,37.3,6,26,23.1,20,26,76.9,10,42,52,22,7,5,12,18,6
DEN,DEN @ LAC,4/7/18,W,240,134,53,85,62.4,12,29,41.4,16,23,69.6,7,26,33,36,4,6,8,26,19
DEN,DEN vs. MIN,4/5/18,W,240,100,35,89,39.3,11,36,30.6,19,22,86.4,13,34,47,21,3,7,11,17,4
DEN,DEN vs. IND,4/3/18,W,240,107,41,89,46.1,10,32,31.3,15,20,75,13,36,49,31,10,8,16,19,3
DEN,DEN vs. MIL,4/1/18,W,265,128,40,90,44.4,11,36,30.6,37,46,80.4,17,40,57,27,2,8,17,23,3
DEN,DEN @ OKC,3/30/18,W,265,126,49,94,52.1,10,30,33.3,18,21,85.7,12,46,58,27,4,5,15,24,1
DEN,DEN @ TOR,3/27/18,L,240,110,42,89,47.2,13,30,43.3,13,14,92.9,10,30,40,26,6,6,13,16,-4
DEN,DEN @ PHI,3/26/18,L,240,104,36,84,42.9,11,32,34.4,21,34,61.8,9,28,37,27,10,7,17,21,-19
DEN,DEN @ WAS,3/23/18,W,240,108,37,85,43.5,17,34,50,17,18,94.4,7,31,38,25,5,10,10,16,8
DEN,DEN @ CHI,3/21/18,W,240,135,51,83,61.4,20,35,57.1,13,16,81.3,8,37,45,34,9,6,19,13,33
DEN,DEN @ MIA,3/19/18,L,290,141,46,100,46,18,38,47.4,31,37,83.8,11,35,46,23,10,5,14,25,-8
DEN,DEN @ MEM,3/17/18,L,240,94,32,87,36.8,9,33,27.3,21,29,72.4,18,31,49,17,10,5,10,25,-7
DEN,DEN vs. DET,3/15/18,W,240,120,43,85,50.6,12,28,42.9,22,28,78.6,10,35,45,26,7,8,16,15,7
DEN,DEN @ LAL,3/13/18,L,240,103,38,86,44.2,13,40,32.5,14,19,73.7,5,39,44,26,12,4,20,26,-9
DEN,DEN vs. SAC,3/11/18,W,240,130,50,89,56.2,15,37,40.5,15,21,71.4,8,43,51,38,2,4,8,17,26
DEN,DEN vs. LAL,3/9/18,W,240,125,42,83,50.6,15,31,48.4,26,30,86.7,7,29,36,30,10,6,12,16,9
DEN,DEN vs. CLE,3/7/18,L,240,108,42,86,48.8,10,27,37,14,18,77.8,14,37,51,22,7,2,21,16,-5
DEN,DEN @ DAL,3/6/18,L,240,107,38,92,41.3,11,36,30.6,20,26,76.9,11,38,49,23,5,8,14,16,-11
DEN,DEN @ CLE,3/3/18,W,240,126,47,86,54.7,19,35,54.3,13,15,86.7,6,29,35,35,4,3,9,19,9
DEN,DEN @ MEM,3/2/18,W,240,108,40,73,54.8,6,22,27.3,22,26,84.6,6,31,37,18,17,3,24,22,6
DEN,DEN vs. LAC,2/27/18,L,240,120,43,87,49.4,10,31,32.3,24,30,80,11,30,41,27,11,7,20,27,-2
DEN,DEN vs. HOU,2/25/18,L,240,114,44,91,48.4,10,29,34.5,16,24,66.7,12,24,36,33,13,6,13,27,-5
DEN,DEN vs. SAS,2/23/18,W,240,122,48,97,49.5,12,32,37.5,14,19,73.7,18,34,52,33,5,3,11,27,3
DEN,DEN @ MIL,2/15/18,W,240,134,47,85,55.3,24,40,60,16,20,80,8,26,34,37,9,6,18,23,11
DEN,DEN vs. SAS,2/13/18,W,240,117,46,93,49.5,10,32,31.3,15,18,83.3,11,24,35,29,10,3,12,18,8
DEN,DEN @ PHX,2/10/18,W,240,123,45,88,51.1,13,29,44.8,20,22,90.9,6,31,37,20,10,5,14,23,10
DEN,DEN @ HOU,2/9/18,L,240,104,42,88,47.7,3,28,10.7,17,21,81,7,32,39,25,7,2,10,20,-26
DEN,DEN vs. CHA,2/5/18,W,240,121,46,81,56.8,18,34,52.9,11,13,84.6,5,36,41,30,10,2,11,15,17
DEN,DEN vs. GSW,2/3/18,W,240,115,39,91,42.9,12,29,41.4,25,29,86.2,16,32,48,28,7,0,16,17,7
DEN,DEN vs. OKC,2/1/18,W,240,127,50,97,51.5,15,38,39.5,12,17,70.6,9,34,43,32,3,10,11,17,3
DEN,DEN @ SAS,1/30/18,L,240,104,40,86,46.5,10,23,43.5,14,14,100,10,28,38,22,11,6,14,14,-2
DEN,DEN vs. BOS,1/29/18,L,240,110,42,93,45.2,10,33,30.3,16,21,76.2,15,32,47,31,4,3,11,14,-1
DEN,DEN vs. DAL,1/27/18,W,240,91,34,81,42,12,33,36.4,11,15,73.3,9,44,53,23,6,8,16,21,2
DEN,DEN vs. NYK,1/25/18,W,240,130,48,80,60,14,28,50,20,24,83.3,2,30,32,36,3,2,13,20,12
DEN,DEN vs. POR,1/22/18,W,240,104,34,83,41,10,30,33.3,26,33,78.8,14,35,49,23,7,8,15,20,3
DEN,DEN vs. PHX,1/19/18,L,240,100,35,78,44.9,14,36,38.9,16,21,76.2,7,35,42,23,7,5,16,20,-8
DEN,DEN @ LAC,1/17/18,L,240,104,42,97,43.3,5,25,20,15,18,83.3,20,34,54,23,13,7,21,25,-5
DEN,DEN vs. DAL,1/16/18,W,240,105,40,86,46.5,8,26,30.8,17,26,65.4,15,32,47,23,10,3,19,23,3
DEN,DEN @ SAS,1/13/18,L,240,80,29,83,34.9,7,28,25,15,17,88.2,11,30,41,18,9,4,17,16,-32
DEN,DEN vs. MEM,1/12/18,W,240,87,27,70,38.6,7,22,31.8,26,32,81.3,12,35,47,15,8,3,15,18,9
DEN,DEN vs. ATL,1/10/18,L,240,97,38,95,40,9,37,24.3,12,20,60,14,26,40,27,13,6,12,18,-13
DEN,DEN @ GSW,1/8/18,L,240,114,47,95,49.5,8,19,42.1,12,16,75,13,26,39,30,8,3,11,16,-10
DEN,DEN @ SAC,1/6/18,L,240,98,35,76,46.1,13,34,38.2,15,21,71.4,8,38,46,20,2,6,26,17,-8
DEN,DEN vs. UTA,1/5/18,W,240,99,38,86,44.2,14,35,40,9,15,60,4,33,37,24,9,1,10,11,8
DEN,DEN vs. PHX,1/3/18,W,240,134,51,82,62.2,12,27,44.4,20,22,90.9,8,40,48,35,8,9,20,16,23
DEN,DEN vs. PHI,12/30/17,L,240,102,35,87,40.2,7,32,21.9,25,34,73.5,10,38,48,18,10,9,13,12,-5
DEN,DEN @ MIN,12/27/17,L,265,125,42,91,46.2,15,39,38.5,26,31,83.9,11,37,48,26,3,2,9,24,-3
DEN,DEN vs. UTA,12/26/17,W,240,107,39,81,48.1,11,30,36.7,18,22,81.8,10,43,53,23,3,1,10,21,24
DEN,DEN @ GSW,12/23/17,W,240,96,38,82,46.3,7,28,25,13,15,86.7,10,35,45,25,10,4,19,14,15
DEN,DEN @ POR,12/22/17,W,240,102,42,85,49.4,7,25,28,11,15,73.3,16,33,49,19,4,10,14,13,17
DEN,DEN vs. MIN,12/20/17,L,240,104,36,72,50,13,28,46.4,19,24,79.2,8,34,42,27,6,5,22,18,-8
DEN,DEN @ OKC,12/18/17,L,240,94,37,86,43,12,37,32.4,8,12,66.7,8,37,45,21,8,3,12,18,-1
DEN,DEN vs. NOP,12/15/17,W,265,117,46,100,46,16,36,44.4,9,14,64.3,11,37,48,30,12,4,15,17,6
DEN,DEN @ BOS,12/13/17,L,240,118,45,91,49.5,9,28,32.1,19,26,73.1,20,28,48,22,8,4,16,20,-6
DEN,DEN @ DET,12/12/17,W,240,103,40,79,50.6,10,30,33.3,13,14,92.9,6,38,44,27,8,3,17,15,19
DEN,DEN @ IND,12/10/17,L,265,116,43,95,45.3,17,42,40.5,13,16,81.3,19,28,47,24,7,5,22,20,-10
DEN,DEN @ ORL,12/8/17,W,240,103,42,85,49.4,6,21,28.6,13,16,81.3,6,38,44,21,7,7,13,20,14
DEN,DEN @ NOP,12/6/17,L,240,114,41,94,43.6,16,35,45.7,16,22,72.7,10,30,40,22,7,4,9,21,-9
DEN,DEN @ DAL,12/4/17,L,240,105,38,91,41.8,14,36,38.9,15,23,65.2,15,34,49,25,5,5,7,19,-17
DEN,DEN vs. LAL,12/2/17,W,240,115,40,87,46,12,31,38.7,23,28,82.1,9,30,39,26,8,6,12,19,15
DEN,DEN vs. CHI,11/30/17,W,240,111,38,83,45.8,12,31,38.7,23,31,74.2,11,33,44,22,7,4,12,19,1
DEN,DEN @ UTA,11/28/17,L,240,77,28,78,35.9,7,34,20.6,14,16,87.5,12,30,42,13,6,4,18,13,-29
DEN,DEN vs. MEM,11/24/17,W,240,104,40,79,50.6,9,32,28.1,15,26,57.7,15,35,50,24,9,4,20,18,12
DEN,DEN @ HOU,11/22/17,L,240,95,35,87,40.2,10,33,30.3,15,23,65.2,15,28,43,19,11,5,21,14,-30
DEN,DEN @ SAC,11/20/17,W,240,114,42,86,48.8,15,32,46.9,15,20,75,14,35,49,18,6,3,14,13,16
DEN,DEN @ LAL,11/19/17,L,240,109,36,84,42.9,13,31,41.9,24,35,68.6,17,30,47,18,8,8,20,15,-18
DEN,DEN vs. NOP,11/17/17,W,240,146,56,89,62.9,18,35,51.4,16,21,76.2,13,35,48,37,5,4,15,15,32
DEN,DEN @ POR,11/13/17,L,240,82,30,84,35.7,9,32,28.1,13,15,86.7,12,23,35,13,9,2,20,16,-17
DEN,DEN vs. ORL,11/11/17,W,240,125,46,87,52.9,12,29,41.4,21,27,77.8,13,37,50,29,9,4,13,16,18
DEN,DEN vs. OKC,11/9/17,W,240,102,38,82,46.3,9,27,33.3,17,22,77.3,14,31,45,27,7,7,19,15,8
DEN,DEN vs. BKN,11/7/17,W,240,112,44,93,47.3,9,34,26.5,15,20,75,9,38,47,26,16,9,19,21,8
DEN,DEN vs. GSW,11/4/17,L,240,108,40,87,46,6,24,25,22,27,81.5,9,37,46,26,9,6,18,18,-19
DEN,DEN vs. MIA,11/3/17,W,240,95,36,80,45,9,23,39.1,14,25,56,13,28,41,17,9,6,17,16,1
DEN,DEN vs. TOR,11/1/17,W,240,129,47,88,53.4,16,32,50,19,29,65.5,9,34,43,35,9,4,12,20,18
DEN,DEN @ NYK,10/30/17,L,240,110,35,85,41.2,18,41,43.9,22,31,71,13,23,36,20,13,5,13,22,-6
DEN,DEN @ BKN,10/29/17,W,240,124,47,94,50,11,20,55,19,22,86.4,4,42,46,23,7,7,6,22,13
DEN,DEN @ ATL,10/27/17,W,240,105,42,91,46.2,4,20,20,17,23,73.9,11,35,46,25,8,4,12,12,5
DEN,DEN @ CHA,10/25/17,L,240,93,38,100,38,8,31,25.8,9,15,60,18,33,51,18,6,1,14,23,-17
DEN,DEN vs. WAS,10/23/17,L,240,104,39,80,48.8,8,23,34.8,18,23,78.3,9,35,44,27,5,2,23,22,-5
DEN,DEN vs. SAC,10/21/17,W,240,96,37,85,43.5,10,30,33.3,12,20,60,18,40,58,25,7,2,16,19,17
DEN,DEN @ UTA,10/18/17,L,240,96,36,77,46.8,13,27,48.1,11,12,91.7,7,31,38,21,4,3,21,18,-10
DET,DET @ CHI,4/11/18,W,240,119,47,89,52.8,15,35,42.9,10,10,100,7,40,47,27,12,4,12,21,32
DET,DET vs. TOR,4/9/18,L,240,98,35,78,44.9,9,30,30,19,25,76,4,29,33,22,7,2,6,11,-10
DET,DET @ MEM,4/8/18,L,240,117,38,93,40.9,23,47,48.9,18,23,78.3,14,24,38,30,10,0,13,18,-13
DET,DET vs. DAL,4/6/18,W,265,113,46,92,50,12,30,40,9,17,52.9,6,43,49,24,6,4,11,19,7
DET,DET vs. PHI,4/4/18,L,240,108,39,88,44.3,16,36,44.4,14,23,60.9,9,33,42,30,4,5,18,19,-7
DET,DET @ BKN,4/1/18,W,240,108,38,84,45.2,7,19,36.8,25,32,78.1,10,43,53,17,9,3,11,16,12
DET,DET @ NYK,3/31/18,W,240,115,44,85,51.8,10,24,41.7,17,22,77.3,10,33,43,24,8,5,9,15,6
DET,DET vs. WAS,3/29/18,W,240,103,41,84,48.8,6,21,28.6,15,20,75,10,34,44,26,9,3,18,14,11
DET,DET vs. LAL,3/26/18,W,240,112,44,100,44,13,33,39.4,11,15,73.3,10,40,50,21,4,2,7,26,6
DET,DET vs. CHI,3/24/18,W,240,117,43,87,49.4,16,42,38.1,15,18,83.3,12,37,49,33,6,7,14,11,22
DET,DET @ HOU,3/22/18,L,265,96,40,95,42.1,6,38,15.8,10,19,52.6,16,50,66,22,9,5,17,17,-4
DET,DET @ PHX,3/20/18,W,240,115,43,97,44.3,15,36,41.7,14,16,87.5,12,38,50,22,12,14,8,16,27
DET,DET @ SAC,3/19/18,W,240,106,37,79,46.8,14,29,48.3,18,22,81.8,6,38,44,17,6,5,10,11,16
DET,DET @ POR,3/17/18,L,240,87,31,80,38.8,10,25,40,15,20,75,8,35,43,17,6,2,12,16,-13
DET,DET @ DEN,3/15/18,L,240,113,44,92,47.8,14,27,51.9,11,17,64.7,9,32,41,30,8,4,11,20,-7
DET,DET @ UTA,3/13/18,L,240,79,30,80,37.5,5,25,20,14,19,73.7,8,24,32,14,14,4,18,23,-31
DET,DET vs. CHI,3/9/18,W,240,99,38,81,46.9,9,27,33.3,14,18,77.8,11,39,50,22,8,9,16,13,16
DET,DET vs. TOR,3/7/18,L,265,119,44,90,48.9,13,26,50,18,23,78.3,9,42,51,27,2,7,16,23,-2
DET,DET @ CLE,3/5/18,L,240,90,34,87,39.1,12,34,35.3,10,15,66.7,8,32,40,17,9,6,12,22,-22
DET,DET @ MIA,3/3/18,L,240,96,37,89,41.6,7,24,29.2,15,21,71.4,17,29,46,18,8,2,19,23,-9
DET,DET @ ORL,3/2/18,L,265,106,40,92,43.5,12,29,41.4,14,24,58.3,13,30,43,22,10,1,14,17,-9
DET,DET vs. MIL,2/28/18,W,240,110,42,95,44.2,9,29,31,17,22,77.3,22,35,57,26,9,0,11,20,23
DET,DET @ TOR,2/26/18,L,240,94,36,94,38.3,7,22,31.8,15,20,75,13,29,42,20,11,3,13,22,-29
DET,DET @ CHA,2/25/18,L,240,98,42,85,49.4,4,18,22.2,10,14,71.4,8,33,41,23,4,2,17,22,-16
DET,DET vs. BOS,2/23/18,L,240,98,37,85,43.5,10,33,30.3,14,21,66.7,12,33,45,16,4,4,13,18,-12
DET,DET vs. ATL,2/14/18,W,240,104,35,83,42.2,13,33,39.4,21,25,84,10,37,47,26,3,5,16,18,6
DET,DET vs. NOP,2/12/18,L,240,103,35,95,36.8,9,35,25.7,24,32,75,14,40,54,18,5,3,14,19,-15
DET,DET @ ATL,2/11/18,L,240,115,38,83,45.8,13,33,39.4,26,33,78.8,12,28,40,30,6,4,15,28,-3
DET,DET vs. LAC,2/9/18,L,240,95,36,88,40.9,10,31,32.3,13,17,76.5,7,33,40,22,5,5,9,16,-13
DET,DET vs. BKN,2/7/18,W,240,115,44,92,47.8,9,24,37.5,18,25,72,8,38,46,20,10,3,7,12,9
DET,DET vs. POR,2/5/18,W,240,111,44,88,50,15,30,50,8,12,66.7,10,41,51,36,7,4,14,14,20
DET,DET vs. MIA,2/3/18,W,240,111,44,84,52.4,9,26,34.6,14,17,82.4,13,36,49,23,7,5,18,12,4
DET,DET vs. MEM,2/1/18,W,240,104,35,76,46.1,7,25,28,27,37,73,4,37,41,20,8,4,9,19,2
DET,DET vs. CLE,1/30/18,W,240,125,49,93,52.7,9,23,39.1,18,28,64.3,8,39,47,30,12,5,11,27,11
DET,DET @ CLE,1/28/18,L,240,104,40,95,42.1,14,36,38.9,10,13,76.9,7,36,43,31,5,6,6,23,-17
DET,DET vs. OKC,1/27/18,L,240,108,39,84,46.4,12,33,36.4,18,24,75,13,30,43,24,4,3,17,20,-13
DET,DET vs. UTA,1/24/18,L,265,95,38,97,39.2,7,31,22.6,12,18,66.7,15,42,57,23,10,7,20,16,-3
DET,DET vs. BKN,1/21/18,L,240,100,38,90,42.2,9,29,31,15,17,88.2,7,36,43,21,3,4,7,19,-1
DET,DET vs. WAS,1/19/18,L,240,112,40,80,50,10,30,33.3,22,26,84.6,7,28,35,25,8,3,14,22,-10
DET,DET @ TOR,1/17/18,L,240,91,37,88,42,10,28,35.7,7,15,46.7,11,31,42,22,14,7,15,20,-5
DET,DET vs. CHA,1/15/18,L,240,107,42,86,48.8,15,29,51.7,8,11,72.7,3,35,38,27,10,5,16,24,-11
DET,DET @ CHI,1/13/18,L,240,105,41,92,44.6,12,29,41.4,11,14,78.6,13,32,45,28,8,7,14,11,-2
DET,DET @ BKN,1/10/18,W,240,114,48,93,51.6,10,21,47.6,8,12,66.7,11,43,54,24,10,4,13,14,34
DET,DET @ NOP,1/8/18,L,240,109,41,93,44.1,8,27,29.6,19,22,86.4,12,27,39,22,5,4,12,18,-3
DET,DET vs. HOU,1/6/18,W,240,108,38,75,50.7,12,25,48,20,27,74.1,5,30,35,21,8,4,13,15,7
DET,DET @ PHI,1/5/18,L,240,78,30,78,38.5,7,22,31.8,11,19,57.9,6,28,34,20,9,4,12,14,-36
DET,DET @ MIA,1/3/18,L,240,104,41,86,47.7,9,24,37.5,13,16,81.3,5,30,35,21,4,2,9,14,-7
DET,DET vs. SAS,12/30/17,W,240,93,36,81,44.4,8,24,33.3,13,16,81.3,6,39,45,22,10,1,11,11,14
DET,DET @ ORL,12/28/17,L,240,89,35,87,40.2,9,23,39.1,10,14,71.4,9,32,41,20,5,4,16,17,-13
DET,DET vs. IND,12/26/17,W,240,107,41,82,50,12,34,35.3,13,16,81.3,10,36,46,26,5,1,13,17,24
DET,DET vs. NYK,12/22/17,W,240,104,38,88,43.2,10,25,40,18,25,72,15,29,44,19,8,5,12,11,3
DET,DET @ DAL,12/20/17,L,240,93,33,77,42.9,7,24,29.2,20,22,90.9,6,32,38,19,4,2,13,19,-17
DET,DET vs. ORL,12/17/17,W,240,114,42,89,47.2,17,34,50,13,16,81.3,7,32,39,27,11,3,13,17,4
DET,DET @ IND,12/15/17,W,240,104,39,93,41.9,13,32,40.6,13,17,76.5,11,33,44,22,7,10,9,22,6
DET,DET @ ATL,12/14/17,W,240,105,41,90,45.6,13,30,43.3,10,12,83.3,14,32,46,26,10,3,15,23,14
DET,DET vs. DEN,12/12/17,L,240,84,28,79,35.4,9,25,36,19,22,86.4,11,29,40,17,7,2,21,16,-19
DET,DET vs. BOS,12/10/17,L,240,81,28,84,33.3,10,33,30.3,15,19,78.9,11,35,46,14,7,4,10,16,-10
DET,DET vs. GSW,12/8/17,L,240,98,38,92,41.3,12,27,44.4,10,19,52.6,15,34,49,20,8,2,13,17,-4
DET,DET @ MIL,12/6/17,L,240,100,36,87,41.4,10,30,33.3,18,27,66.7,17,29,46,20,5,0,12,20,-4
DET,DET @ SAS,12/4/17,L,240,93,35,85,41.2,8,27,29.6,15,24,62.5,7,35,42,15,8,2,10,22,-3
DET,DET @ PHI,12/2/17,L,240,103,34,78,43.6,9,31,29,26,32,81.3,7,29,36,20,8,2,19,27,-5
DET,DET @ WAS,12/1/17,L,240,91,35,79,44.3,9,30,30,12,19,63.2,4,28,32,20,7,5,15,21,-18
DET,DET vs. PHX,11/29/17,W,240,131,51,89,57.3,13,28,46.4,16,21,76.2,5,39,44,31,11,6,19,22,24
DET,DET @ BOS,11/27/17,W,240,118,44,85,51.8,11,25,44,19,23,82.6,8,32,40,26,8,2,8,19,10
DET,DET @ OKC,11/24/17,W,240,99,39,84,46.4,14,37,37.8,7,9,77.8,8,35,43,22,6,5,20,17,1
DET,DET vs. CLE,11/20/17,L,240,88,34,77,44.2,13,30,43.3,7,13,53.8,7,27,34,23,7,2,14,19,-28
DET,DET @ MIN,11/19/17,W,240,100,39,83,47,8,25,32,14,20,70,11,26,37,25,10,2,19,21,3
DET,DET @ IND,11/17/17,L,240,100,39,93,41.9,14,33,42.4,8,10,80,11,32,43,20,4,8,11,18,-7
DET,DET @ MIL,11/15/17,L,240,95,30,85,35.3,15,37,40.5,20,23,87,17,28,45,23,7,3,18,20,-4
DET,DET vs. MIA,11/12/17,W,240,112,42,87,48.3,14,28,50,14,20,70,11,43,54,24,2,5,13,17,9
DET,DET vs. ATL,11/10/17,W,240,111,39,89,43.8,12,30,40,21,27,77.8,20,31,51,23,7,5,17,18,7
DET,DET vs. IND,11/8/17,W,240,114,43,83,51.8,12,27,44.4,16,25,64,8,42,50,25,3,5,18,22,17
DET,DET vs. SAC,11/4/17,W,240,108,40,79,50.6,13,24,54.2,15,22,68.2,8,27,35,28,10,3,14,19,9
DET,DET vs. MIL,11/3/17,W,240,105,37,78,47.4,8,26,30.8,23,28,82.1,7,32,39,21,10,4,14,11,9
DET,DET @ LAL,10/31/17,L,240,93,41,94,43.6,10,33,30.3,1,3,33.3,10,34,44,21,7,3,12,11,-20
DET,DET @ GSW,10/29/17,W,240,115,43,93,46.2,12,27,44.4,17,17,100,17,20,37,22,16,0,14,9,8
DET,DET @ LAC,10/28/17,W,240,95,36,88,40.9,9,28,32.1,14,21,66.7,12,38,50,16,11,6,13,20,8
DET,DET vs. MIN,10/25/17,W,240,122,48,92,52.2,15,34,44.1,11,17,64.7,12,35,47,32,7,3,14,22,21
DET,DET vs. PHI,10/23/17,L,240,86,33,85,38.8,6,30,20,14,19,73.7,9,30,39,14,5,2,14,21,-11
DET,DET @ NYK,10/21/17,W,240,111,44,91,48.4,9,30,30,14,15,93.3,15,28,43,21,5,2,13,25,4
DET,DET @ WAS,10/20/17,L,240,111,43,87,49.4,10,23,43.5,15,20,75,10,23,33,19,12,1,19,32,-4
DET,DET vs. CHA,10/18/17,W,240,102,41,96,42.7,9,26,34.6,11,12,91.7,9,38,47,24,14,3,9,21,12
GSW,GSW @ UTA,4/10/18,L,240,79,30,86,34.9,5,19,26.3,14,16,87.5,9,30,39,14,7,3,16,18,-40
GSW,GSW @ PHX,4/8/18,W,240,117,47,90,52.2,13,32,40.6,10,15,66.7,5,36,41,27,9,7,11,15,17
GSW,GSW vs. NOP,4/7/18,L,240,120,49,90,54.4,15,33,45.5,7,11,63.6,8,34,42,31,3,0,17,21,-6
GSW,GSW @ IND,4/5/18,L,240,106,37,83,44.6,9,29,31,23,24,95.8,13,26,39,29,6,5,16,14,-20
GSW,GSW @ OKC,4/3/18,W,240,111,41,83,49.4,8,29,27.6,21,24,87.5,6,34,40,27,9,5,13,25,4
GSW,GSW vs. PHX,4/1/18,W,240,117,48,89,53.9,13,28,46.4,8,9,88.9,7,38,45,31,10,7,15,14,10
GSW,GSW @ SAC,3/31/18,W,240,112,41,83,49.4,9,26,34.6,21,28,75,6,36,42,28,9,6,11,18,16
GSW,GSW vs. MIL,3/29/18,L,240,107,41,75,54.7,10,20,50,15,15,100,2,29,31,26,10,7,19,19,-9
GSW,GSW vs. IND,3/27/18,L,240,81,35,86,40.7,5,17,29.4,6,9,66.7,17,34,51,21,4,9,17,17,-11
GSW,GSW vs. UTA,3/25/18,L,240,91,38,91,41.8,6,15,40,9,10,90,14,27,41,24,9,7,11,19,-19
GSW,GSW vs. ATL,3/23/18,W,240,106,42,93,45.2,12,30,40,10,11,90.9,10,36,46,28,8,6,7,17,12
