TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
ATL,ATL vs. BOS,2/3/20,L,240,115,42,84,50,12,30,40,19,21,90.5,6,26,32,22,9,6,17,19,-8
ATL,ATL @ DAL,2/1/20,L,240,100,37,91,40.7,10,33,30.3,16,21,76.2,10,40,50,19,6,4,11,15,-23
ATL,ATL vs. PHI,1/30/20,W,240,127,42,87,48.3,11,35,31.4,32,37,86.5,10,38,48,29,5,4,16,29,10
ATL,ATL @ TOR,1/28/20,L,240,114,41,92,44.6,12,47,25.5,20,25,80,10,34,44,28,10,2,18,23,-16
ATL,ATL vs. WAS,1/26/20,W,240,152,54,93,58.1,15,35,42.9,29,34,85.3,12,36,48,30,7,3,15,35,19
ATL,ATL @ OKC,1/24/20,L,240,111,42,92,45.7,11,36,30.6,16,20,80,10,27,37,24,6,7,11,27,-29
ATL,ATL vs. LAC,1/22/20,W,240,102,36,102,35.3,11,35,31.4,19,23,82.6,23,40,63,21,8,3,15,31,7
ATL,ATL vs. TOR,1/20/20,L,240,117,41,83,49.4,12,33,36.4,23,33,69.7,9,41,50,26,9,8,24,34,-5
ATL,ATL vs. DET,1/18/20,L,240,103,40,93,43,10,34,29.4,13,15,86.7,10,22,32,18,9,6,20,20,-33
ATL,ATL @ SAS,1/17/20,W,240,121,41,82,50,19,40,47.5,20,27,74.1,8,35,43,21,10,6,19,18,1
ATL,ATL vs. PHX,1/14/20,W,240,123,46,93,49.5,14,31,45.2,17,20,85,12,34,46,25,3,10,17,25,13
ATL,ATL @ BKN,1/12/20,L,240,86,32,97,33,12,48,25,10,11,90.9,4,29,33,23,16,4,12,23,-22
ATL,ATL @ WAS,1/10/20,L,240,101,41,89,46.1,7,29,24.1,12,24,50,9,47,56,19,5,9,18,26,-10
ATL,ATL vs. HOU,1/8/20,L,240,115,39,106,36.8,13,44,29.5,24,27,88.9,16,38,54,20,6,8,11,29,-7
ATL,ATL vs. DEN,1/6/20,L,240,115,35,77,45.5,18,39,46.2,27,32,84.4,4,30,34,24,3,5,10,22,-8
ATL,ATL vs. IND,1/4/20,W,240,116,42,82,51.2,10,32,31.3,22,24,91.7,4,36,40,22,8,4,14,28,5
ATL,ATL @ BOS,1/3/20,L,240,106,39,93,41.9,16,45,35.6,12,15,80,6,36,42,26,6,5,14,24,-3
ATL,ATL @ ORL,12/30/19,W,240,101,39,81,48.1,9,29,31,14,17,82.4,11,41,52,21,8,4,21,20,8
ATL,ATL @ CHI,12/28/19,L,240,81,32,86,37.2,9,34,26.5,8,11,72.7,9,30,39,24,8,5,21,16,-35
ATL,ATL vs. MIL,12/27/19,L,240,86,33,91,36.3,12,41,29.3,8,14,57.1,8,38,46,20,10,8,18,18,-26
ATL,ATL @ CLE,12/23/19,L,240,118,45,95,47.4,15,42,35.7,13,17,76.5,5,32,37,23,11,7,16,20,-3
ATL,ATL @ BKN,12/21/19,L,240,112,39,105,37.1,11,48,22.9,23,27,85.2,14,38,52,17,7,5,10,22,-10
ATL,ATL vs. UTA,12/19/19,L,240,106,39,90,43.3,11,29,37.9,17,19,89.5,6,34,40,24,8,1,16,27,-5
ATL,ATL @ NYK,12/17/19,L,240,120,45,99,45.5,15,43,34.9,15,20,75,9,27,36,20,7,3,11,21,-23
ATL,ATL vs. LAL,12/15/19,L,240,96,31,86,36,12,42,28.6,22,25,88,8,34,42,18,8,5,20,27,-5
ATL,ATL vs. IND,12/13/19,L,240,100,39,94,41.5,6,28,21.4,16,23,69.6,12,38,50,24,6,4,15,20,-10
ATL,ATL @ CHI,12/11/19,L,240,102,35,83,42.2,13,38,34.2,19,26,73.1,10,31,41,26,7,5,23,20,-34
ATL,ATL @ MIA,12/10/19,L,265,121,45,95,47.4,20,54,37,11,18,61.1,4,33,37,30,4,6,12,23,-14
ATL,ATL @ CHA,12/8/19,W,240,122,44,91,48.4,18,45,40,16,17,94.1,11,37,48,28,8,8,14,24,15
ATL,ATL vs. BKN,12/4/19,L,240,118,48,90,53.3,9,26,34.6,13,21,61.9,9,26,35,24,8,9,16,19,-12
ATL,ATL vs. GSW,12/2/19,W,240,104,41,89,46.1,8,29,27.6,14,15,93.3,11,27,38,21,13,4,15,12,25
ATL,ATL @ HOU,11/30/19,L,240,111,38,89,42.7,15,46,32.6,20,25,80,8,21,29,26,5,2,14,23,-47
ATL,ATL @ IND,11/29/19,L,265,104,39,90,43.3,9,32,28.1,17,18,94.4,10,38,48,14,10,3,24,27,-1
ATL,ATL @ MIL,11/27/19,L,240,102,38,94,40.4,11,34,32.4,15,22,68.2,14,35,49,22,4,5,19,25,-9
ATL,ATL vs. MIN,11/25/19,L,240,113,41,94,43.6,10,32,31.3,21,26,80.8,9,33,42,26,6,4,18,25,-12
ATL,ATL vs. TOR,11/23/19,L,240,116,47,90,52.2,14,34,41.2,8,11,72.7,8,30,38,32,9,7,15,27,-3
ATL,ATL @ DET,11/22/19,L,240,103,38,88,43.2,10,37,27,17,17,100,10,24,34,26,12,2,20,18,-25
ATL,ATL vs. MIL,11/20/19,L,240,127,44,96,45.8,14,31,45.2,25,31,80.6,9,34,43,27,8,2,13,26,-8
ATL,ATL @ LAL,11/17/19,L,240,101,37,86,43,8,28,28.6,19,25,76,9,28,37,16,11,2,20,19,-21
ATL,ATL @ LAC,11/16/19,L,240,101,34,90,37.8,6,24,25,27,37,73,14,24,38,19,11,10,19,27,-49
ATL,ATL @ PHX,11/14/19,L,240,112,40,91,44,8,31,25.8,24,30,80,15,34,49,25,15,5,22,31,-16
ATL,ATL @ DEN,11/12/19,W,240,125,44,83,53,15,34,44.1,22,34,64.7,10,35,45,30,1,5,15,21,4
ATL,ATL @ POR,11/10/19,L,265,113,42,104,40.4,11,41,26.8,18,25,72,11,37,48,21,11,8,16,26,-11
ATL,ATL vs. SAC,11/8/19,L,240,109,46,87,52.9,9,28,32.1,8,14,57.1,11,23,34,23,8,6,13,19,-12
ATL,ATL vs. CHI,11/6/19,L,240,93,30,74,40.5,6,30,20,27,35,77.1,6,35,41,18,7,3,24,26,-20
ATL,ATL vs. SAS,11/5/19,W,240,108,43,90,47.8,11,30,36.7,11,16,68.8,9,39,48,22,9,5,18,20,8
ATL,ATL vs. MIA,10/31/19,L,240,97,36,88,40.9,7,34,20.6,18,26,69.2,16,34,50,20,5,5,16,15,-9
ATL,ATL @ MIA,10/29/19,L,240,97,35,83,42.2,11,39,28.2,16,24,66.7,9,24,33,28,14,7,20,29,-15
ATL,ATL vs. PHI,10/28/19,L,240,103,36,84,42.9,9,27,33.3,22,32,68.8,8,37,45,23,12,3,21,25,-2
ATL,ATL vs. ORL,10/26/19,W,240,103,43,84,51.2,9,30,30,8,15,53.3,9,43,52,22,5,9,18,26,4
ATL,ATL @ DET,10/24/19,W,240,117,44,86,51.2,11,31,35.5,18,21,85.7,8,34,42,27,9,2,13,15,17
BOS,BOS vs. WAS,8/13/20,L,240,90,35,88,39.8,8,35,22.9,12,14,85.7,13,38,51,22,8,7,19,19,-6
BOS,BOS @ MEM,8/11/20,W,240,122,44,86,51.2,16,37,43.2,18,23,78.3,10,36,46,29,7,7,15,27,15
BOS,BOS vs. ORL,8/9/20,W,265,122,45,102,44.1,12,40,30,20,24,83.3,13,41,54,32,9,7,13,19,3
BOS,BOS @ TOR,8/7/20,W,240,122,47,96,49,16,46,34.8,12,16,75,9,43,52,27,8,2,15,22,22
BOS,BOS vs. BKN,8/5/20,W,240,149,50,88,56.8,20,39,51.3,29,35,82.9,6,37,43,29,10,10,14,23,34
BOS,BOS @ MIA,8/4/20,L,240,106,37,85,43.5,10,33,30.3,22,27,81.5,14,31,45,15,7,4,16,26,-6
BOS,BOS vs. POR,8/2/20,W,240,128,42,77,54.5,18,30,60,26,34,76.5,6,30,36,24,9,6,14,21,4
BOS,BOS @ MIL,7/31/20,L,240,112,37,91,40.7,11,37,29.7,27,34,79.4,14,34,48,18,8,5,16,28,-7
BOS,BOS @ IND,3/10/20,W,240,114,41,93,44.1,13,37,35.1,19,22,86.4,11,35,46,19,9,4,10,15,3
BOS,BOS vs. OKC,3/8/20,L,240,104,38,92,41.3,13,37,35.1,15,19,78.9,11,35,46,22,9,5,13,25,-1
BOS,BOS vs. UTA,3/6/20,L,240,94,35,94,37.2,10,36,27.8,14,18,77.8,13,32,45,19,6,6,13,13,-5
BOS,BOS @ CLE,3/4/20,W,240,112,40,86,46.5,11,30,36.7,21,26,80.8,13,36,49,16,10,7,11,20,6
BOS,BOS vs. BKN,3/3/20,L,265,120,44,103,42.7,15,49,30.6,17,23,73.9,13,29,42,24,10,6,15,30,-9
BOS,BOS vs. HOU,2/29/20,L,265,110,39,100,39,13,42,31,19,25,76,14,40,54,22,11,6,14,18,-1
BOS,BOS @ UTA,2/26/20,W,240,114,45,84,53.6,11,26,42.3,13,16,81.3,9,35,44,21,7,4,9,17,11
BOS,BOS @ POR,2/25/20,W,240,118,43,90,47.8,19,39,48.7,13,14,92.9,8,37,45,19,6,3,14,19,12
BOS,BOS @ LAL,2/23/20,L,240,112,38,83,45.8,13,34,38.2,23,30,76.7,8,36,44,20,7,3,17,29,-2
BOS,BOS @ MIN,2/21/20,W,240,127,44,95,46.3,10,29,34.5,29,37,78.4,16,42,58,21,5,6,11,26,10
BOS,BOS vs. LAC,2/13/20,W,290,141,45,103,43.7,18,43,41.9,33,40,82.5,7,44,51,22,9,6,15,28,8
BOS,BOS @ HOU,2/11/20,L,240,105,37,85,43.5,11,32,34.4,20,25,80,10,38,48,24,11,4,18,26,-11
BOS,BOS @ OKC,2/9/20,W,240,112,38,84,45.2,16,36,44.4,20,27,74.1,14,39,53,19,6,2,9,24,1
BOS,BOS vs. ATL,2/7/20,W,240,112,37,86,43,16,37,43.2,22,27,81.5,11,36,47,23,5,8,13,18,5
BOS,BOS vs. ORL,2/5/20,W,240,116,46,86,53.5,13,23,56.5,11,16,68.8,6,35,41,23,10,6,13,19,16
BOS,BOS @ ATL,2/3/20,W,240,123,48,90,53.3,12,29,41.4,15,17,88.2,11,33,44,21,10,5,15,22,8
BOS,BOS vs. PHI,2/1/20,W,240,116,38,80,47.5,8,30,26.7,32,41,78,9,33,42,15,9,2,11,20,21
BOS,BOS vs. GSW,1/30/20,W,240,119,42,88,47.7,15,35,42.9,20,22,90.9,14,37,51,27,12,4,23,24,15
BOS,BOS @ MIA,1/28/20,W,240,109,39,83,47,13,36,36.1,18,24,75,11,37,48,24,5,8,14,22,8
BOS,BOS @ NOP,1/26/20,L,240,108,41,89,46.1,8,33,24.2,18,22,81.8,7,30,37,21,6,5,17,29,-15
BOS,BOS @ ORL,1/24/20,W,240,109,40,86,46.5,14,35,40,15,18,83.3,9,35,44,27,10,7,14,20,11
BOS,BOS vs. MEM,1/22/20,W,240,119,45,89,50.6,14,32,43.8,15,20,75,9,35,44,32,11,9,11,14,24
BOS,BOS vs. LAL,1/20/20,W,240,139,52,93,55.9,16,34,47.1,19,29,65.5,14,34,48,31,10,5,12,26,32
BOS,BOS vs. PHX,1/18/20,L,240,119,42,96,43.8,15,42,35.7,20,22,90.9,4,35,39,26,11,6,11,24,-4
BOS,BOS @ MIL,1/16/20,L,240,123,43,98,43.9,15,49,30.6,22,27,81.5,10,33,43,16,4,7,8,25,-5
BOS,BOS vs. DET,1/15/20,L,240,103,41,83,49.4,9,28,32.1,12,20,60,13,31,44,21,7,2,15,17,-13
BOS,BOS vs. CHI,1/13/20,W,240,113,39,83,47,9,23,39.1,26,29,89.7,10,33,43,28,7,6,12,19,12
BOS,BOS vs. NOP,1/11/20,W,240,140,55,100,55,14,29,48.3,16,18,88.9,10,43,53,29,14,3,11,23,35
BOS,BOS @ PHI,1/9/20,L,240,98,38,88,43.2,14,36,38.9,8,8,100,8,30,38,17,8,1,15,16,-11
BOS,BOS vs. SAS,1/8/20,L,240,114,37,89,41.6,13,38,34.2,27,30,90,8,31,39,26,7,2,15,20,-15
BOS,BOS @ WAS,1/6/20,L,240,94,33,95,34.7,8,37,21.6,20,26,76.9,16,39,55,17,7,8,17,20,-5
BOS,BOS @ CHI,1/4/20,W,240,111,43,82,52.4,8,19,42.1,17,21,81,13,31,44,22,10,5,20,22,7
BOS,BOS vs. ATL,1/3/20,W,240,109,41,93,44.1,6,25,24,21,29,72.4,12,42,54,23,9,7,13,16,3
BOS,BOS @ CHA,12/31/19,W,240,109,44,97,45.4,14,38,36.8,7,10,70,15,39,54,25,12,9,13,16,17
BOS,BOS vs. TOR,12/28/19,L,240,97,31,78,39.7,7,32,21.9,28,36,77.8,7,24,31,18,11,4,15,17,-16
BOS,BOS vs. CLE,12/27/19,W,240,129,49,95,51.6,14,40,35,17,19,89.5,12,31,43,28,4,10,11,23,12
BOS,BOS @ TOR,12/25/19,W,240,118,46,92,50,14,33,42.4,12,14,85.7,13,32,45,26,7,3,19,22,16
BOS,BOS vs. CHA,12/22/19,W,240,119,46,88,52.3,14,32,43.8,13,16,81.3,10,47,57,25,2,9,13,24,26
BOS,BOS vs. DET,12/20/19,W,240,114,45,86,52.3,9,27,33.3,15,21,71.4,13,38,51,24,13,9,20,19,21
BOS,BOS @ DAL,12/18/19,W,240,109,35,86,40.7,12,38,31.6,27,30,90,14,40,54,13,3,4,16,21,6
BOS,BOS vs. PHI,12/12/19,L,240,109,42,91,46.2,11,31,35.5,14,17,82.4,9,24,33,24,4,7,6,25,-6
BOS,BOS @ IND,12/11/19,L,240,117,43,87,49.4,14,36,38.9,17,22,77.3,8,36,44,25,6,4,15,27,-5
BOS,BOS vs. CLE,12/9/19,W,240,110,45,78,57.7,15,27,55.6,5,8,62.5,5,34,39,22,8,9,18,19,22
BOS,BOS vs. DEN,12/6/19,W,240,108,44,82,53.7,13,35,37.1,7,8,87.5,4,33,37,21,5,5,16,23,13
BOS,BOS vs. MIA,12/4/19,W,240,112,35,79,44.3,16,41,39,26,32,81.3,10,36,46,21,8,8,11,20,19
BOS,BOS @ NYK,12/1/19,W,240,113,41,93,44.1,15,41,36.6,16,22,72.7,16,28,44,25,5,7,14,28,9
BOS,BOS @ BKN,11/29/19,L,240,107,41,93,44.1,9,28,32.1,16,21,76.2,16,32,48,16,11,7,19,14,-5
BOS,BOS vs. BKN,11/27/19,W,240,121,43,97,44.3,13,34,38.2,22,24,91.7,19,36,55,23,10,5,14,17,11
BOS,BOS vs. SAC,11/25/19,W,240,103,38,85,44.7,7,30,23.3,20,23,87,11,27,38,20,10,4,12,16,1
BOS,BOS @ DEN,11/22/19,L,240,92,33,81,40.7,7,27,25.9,19,23,82.6,5,35,40,21,12,6,13,19,-4
BOS,BOS @ LAC,11/20/19,L,265,104,41,104,39.4,12,45,26.7,10,14,71.4,18,35,53,26,11,2,18,22,-3
BOS,BOS @ PHX,11/18/19,W,240,99,37,89,41.6,12,41,29.3,13,17,76.5,11,41,52,22,12,5,17,21,14
BOS,BOS @ SAC,11/17/19,L,240,99,34,82,41.5,10,30,33.3,21,24,87.5,10,36,46,26,7,3,15,14,-1
BOS,BOS @ GSW,11/15/19,W,240,105,37,91,40.7,13,33,39.4,18,23,78.3,11,36,47,24,13,5,14,24,5
BOS,BOS vs. WAS,11/13/19,W,240,140,49,96,51,16,36,44.4,26,29,89.7,10,34,44,32,5,5,12,26,7
BOS,BOS vs. DAL,11/11/19,W,240,116,41,86,47.7,15,35,42.9,19,25,76,10,36,46,25,4,5,9,27,10
BOS,BOS @ SAS,11/9/19,W,240,135,48,94,51.1,14,37,37.8,25,28,89.3,7,36,43,28,11,11,9,25,20
BOS,BOS @ CHA,11/7/19,W,240,108,40,93,43,10,33,30.3,18,23,78.3,11,41,52,29,13,5,13,19,21
BOS,BOS @ CLE,11/5/19,W,240,119,48,85,56.5,12,30,40,11,15,73.3,4,41,45,24,5,12,14,23,6
BOS,BOS vs. NYK,11/1/19,W,240,104,33,74,44.6,11,34,32.4,27,29,93.1,3,41,44,21,7,4,14,16,2
BOS,BOS vs. MIL,10/30/19,W,240,116,41,92,44.6,17,41,41.5,17,21,81,5,40,45,25,4,4,10,20,11
BOS,BOS @ NYK,10/26/19,W,240,118,42,93,45.2,15,41,36.6,19,29,65.5,13,33,46,24,14,9,13,26,23
BOS,BOS vs. TOR,10/25/19,W,240,112,42,109,38.5,13,38,34.2,15,16,93.8,21,35,56,21,10,8,10,20,6
BOS,BOS @ PHI,10/23/19,L,240,93,33,90,36.7,7,26,26.9,20,34,58.8,10,31,41,18,4,2,11,29,-14
BKN,BKN vs. POR,8/13/20,L,240,133,53,96,55.2,14,33,42.4,13,19,68.4,12,34,46,28,5,5,14,23,-1
BKN,BKN @ ORL,8/11/20,W,240,108,38,89,42.7,13,43,30.2,19,24,79.2,8,39,47,26,9,4,15,20,12
BKN,BKN @ LAC,8/9/20,W,240,129,47,85,55.3,20,43,46.5,15,19,78.9,8,38,46,32,5,5,16,25,9
BKN,BKN vs. SAC,8/7/20,W,240,119,42,86,48.8,17,40,42.5,18,28,64.3,7,37,44,30,9,3,11,23,13
BKN,BKN @ BOS,8/5/20,L,240,115,45,95,47.4,8,32,25,17,21,81,7,27,34,23,9,2,18,22,-34
BKN,BKN @ MIL,8/4/20,W,240,119,43,103,41.7,21,57,36.8,12,16,75,7,35,42,30,5,6,7,26,3
BKN,BKN vs. WAS,8/2/20,W,240,118,38,90,42.2,11,33,33.3,31,37,83.8,13,35,48,23,5,4,11,24,8
BKN,BKN vs. ORL,7/31/20,L,240,118,44,91,48.4,13,42,31,17,23,73.9,10,29,39,30,4,2,14,25,-10
BKN,BKN @ LAL,3/10/20,W,240,104,37,90,41.1,13,40,32.5,17,23,73.9,14,33,47,24,7,3,11,18,2
BKN,BKN vs. CHI,3/8/20,W,240,110,32,64,50,11,30,36.7,35,41,85.4,5,45,50,21,4,5,29,24,3
BKN,BKN vs. SAS,3/6/20,W,240,139,51,96,53.1,15,36,41.7,22,31,71,9,43,52,32,1,2,8,22,19
BKN,BKN vs. MEM,3/4/20,L,240,79,30,90,33.3,7,42,16.7,12,17,70.6,13,29,42,15,6,4,14,17,-39
BKN,BKN @ BOS,3/3/20,W,265,129,43,100,43,14,49,28.6,29,38,76.3,22,41,63,22,7,6,21,26,9
BKN,BKN @ MIA,2/29/20,L,240,113,40,86,46.5,16,44,36.4,17,23,73.9,8,36,44,30,3,3,10,23,-3
BKN,BKN @ ATL,2/28/20,L,240,118,42,92,45.7,18,46,39.1,16,21,76.2,7,31,38,30,5,8,13,19,-23
BKN,BKN @ WAS,2/26/20,L,240,106,36,87,41.4,10,36,27.8,24,35,68.6,15,41,56,15,7,1,18,24,-4
BKN,BKN vs. ORL,2/24/20,L,240,113,46,96,47.9,16,37,43.2,5,8,62.5,13,36,49,29,6,3,12,19,-2
BKN,BKN @ CHA,2/22/20,W,240,115,42,87,48.3,17,47,36.2,14,19,73.7,9,45,54,26,10,6,10,20,29
BKN,BKN @ PHI,2/20/20,L,265,104,36,102,35.3,10,34,29.4,22,28,78.6,15,34,49,22,3,1,16,27,-8
BKN,BKN vs. TOR,2/12/20,W,240,101,36,88,40.9,9,35,25.7,20,25,80,12,43,55,27,7,5,17,16,10
BKN,BKN @ IND,2/10/20,W,240,106,35,87,40.2,12,37,32.4,24,32,75,14,39,53,20,5,7,10,15,1
BKN,BKN @ TOR,2/8/20,L,240,118,41,92,44.6,16,44,36.4,20,24,83.3,13,33,46,27,5,5,9,16,-1
BKN,BKN vs. GSW,2/5/20,W,240,129,51,100,51,14,34,41.2,13,15,86.7,14,51,65,29,4,1,15,15,41
BKN,BKN vs. PHX,2/3/20,W,240,119,43,89,48.3,15,34,44.1,18,21,85.7,10,34,44,28,8,5,17,26,22
BKN,BKN @ WAS,2/1/20,L,240,107,39,94,41.5,16,47,34,13,21,61.9,12,41,53,25,5,7,16,22,-6
BKN,BKN vs. CHI,1/31/20,W,240,133,50,80,62.5,15,31,48.4,18,25,72,5,32,37,31,8,5,20,21,15
BKN,BKN vs. DET,1/29/20,W,240,125,43,85,50.6,15,39,38.5,24,30,80,8,29,37,26,8,7,10,19,10
BKN,BKN @ NYK,1/26/20,L,240,97,34,81,42,13,39,33.3,16,23,69.6,7,27,34,21,6,4,16,14,-13
BKN,BKN @ DET,1/25/20,W,265,121,42,94,44.7,15,42,35.7,22,25,88,11,44,55,19,3,5,11,17,10
BKN,BKN vs. LAL,1/23/20,L,240,113,40,91,44,21,46,45.7,12,15,80,8,33,41,30,12,3,16,17,-15
BKN,BKN vs. PHI,1/20/20,L,240,111,39,81,48.1,11,29,37.9,22,34,64.7,13,34,47,22,7,2,22,23,-6
BKN,BKN vs. MIL,1/18/20,L,240,97,33,99,33.3,15,49,30.6,16,17,94.1,12,35,47,23,11,7,17,19,-20
BKN,BKN @ PHI,1/15/20,L,240,106,38,87,43.7,12,25,48,18,30,60,11,33,44,20,9,1,15,22,-11
BKN,BKN vs. UTA,1/14/20,L,240,107,45,90,50,8,26,30.8,9,15,60,11,32,43,22,4,4,12,13,-11
BKN,BKN vs. ATL,1/12/20,W,240,108,41,77,53.2,10,26,38.5,16,29,55.2,7,55,62,25,8,2,26,20,22
BKN,BKN vs. MIA,1/10/20,W,240,117,45,93,48.4,15,44,34.1,12,19,63.2,14,37,51,31,5,4,10,15,4
BKN,BKN vs. OKC,1/7/20,L,265,103,40,98,40.8,11,37,29.7,12,16,75,11,41,52,19,5,5,17,25,-8
BKN,BKN @ ORL,1/6/20,L,240,89,32,96,33.3,10,47,21.3,15,19,78.9,12,34,46,20,11,1,13,19,-12
BKN,BKN vs. TOR,1/4/20,L,240,102,32,67,47.8,13,35,37.1,25,34,73.5,6,32,38,24,4,11,24,24,-19
BKN,BKN @ DAL,1/2/20,L,240,111,42,91,46.2,12,37,32.4,15,17,88.2,12,32,44,29,5,1,12,21,-12
BKN,BKN @ MIN,12/30/19,L,265,115,40,99,40.4,15,41,36.6,20,27,74.1,7,51,58,22,4,6,17,25,-7
BKN,BKN @ HOU,12/28/19,L,240,98,37,92,40.2,11,39,28.2,13,21,61.9,9,38,47,24,7,5,15,15,-10
BKN,BKN vs. NYK,12/26/19,L,240,82,21,78,26.9,13,50,26,27,36,75,9,41,50,17,3,3,13,19,-12
BKN,BKN vs. ATL,12/21/19,W,240,122,46,100,46,11,30,36.7,19,28,67.9,12,49,61,23,8,4,16,18,10
BKN,BKN @ SAS,12/19/19,L,240,105,35,83,42.2,7,36,19.4,28,30,93.3,6,41,47,16,9,3,18,21,-13
BKN,BKN @ NOP,12/17/19,W,265,108,40,96,41.7,11,39,28.2,17,23,73.9,6,48,54,25,3,10,13,22,7
BKN,BKN vs. PHI,12/15/19,W,240,109,43,94,45.7,9,24,37.5,14,18,77.8,12,39,51,22,9,1,16,23,20
BKN,BKN @ TOR,12/14/19,L,240,102,39,101,38.6,12,46,26.1,12,17,70.6,13,46,59,24,4,7,20,20,-8
BKN,BKN vs. CHA,12/11/19,L,240,108,38,88,43.2,10,38,26.3,22,33,66.7,17,35,52,20,5,3,12,21,-5
BKN,BKN vs. DEN,12/8/19,W,240,105,40,87,46,7,28,25,18,23,78.3,10,38,48,25,5,1,13,15,3
BKN,BKN @ CHA,12/6/19,W,240,111,42,88,47.7,15,38,39.5,12,15,80,15,34,49,35,12,5,18,21,7
BKN,BKN @ ATL,12/4/19,W,240,130,50,101,49.5,14,31,45.2,16,18,88.9,18,35,53,26,8,6,15,20,12
BKN,BKN vs. MIA,12/1/19,L,240,106,40,91,44,14,42,33.3,12,16,75,9,39,48,24,3,5,12,21,-3
BKN,BKN vs. BOS,11/29/19,W,240,112,43,93,46.2,17,41,41.5,9,13,69.2,13,36,49,30,9,6,20,24,5
BKN,BKN @ BOS,11/27/19,L,240,110,40,90,44.4,21,56,37.5,9,19,47.4,11,27,38,32,5,6,17,22,-11
BKN,BKN @ CLE,11/25/19,W,240,108,44,94,46.8,11,34,32.4,9,11,81.8,12,36,48,29,8,10,10,21,2
BKN,BKN @ NYK,11/24/19,W,240,103,31,77,40.3,14,38,36.8,27,34,79.4,7,28,35,18,6,1,12,16,2
BKN,BKN vs. SAC,11/22/19,W,240,116,41,81,50.6,12,34,35.3,22,31,71,13,35,48,22,9,3,18,18,19
BKN,BKN vs. CHA,11/20/19,W,240,101,36,90,40,10,39,25.6,19,23,82.6,13,40,53,19,11,1,17,21,10
BKN,BKN vs. IND,11/18/19,L,240,86,30,84,35.7,11,34,32.4,15,24,62.5,4,36,40,18,2,7,10,19,-29
BKN,BKN @ CHI,11/16/19,W,240,117,40,88,45.5,10,43,23.3,27,31,87.1,5,35,40,30,10,9,15,30,6
BKN,BKN @ DEN,11/14/19,L,240,93,36,95,37.9,8,38,21.1,13,16,81.3,7,44,51,19,3,2,7,14,-8
BKN,BKN @ UTA,11/12/19,L,240,114,41,90,45.6,11,37,29.7,21,25,84,10,33,43,19,5,8,17,29,-5
BKN,BKN @ PHX,11/10/19,L,240,112,44,91,48.4,8,34,23.5,16,17,94.1,5,38,43,27,4,2,17,24,-26
BKN,BKN @ POR,11/8/19,W,240,119,41,99,41.4,16,37,43.2,21,30,70,16,35,51,18,6,9,9,25,4
BKN,BKN vs. NOP,11/4/19,W,240,135,49,92,53.3,16,41,39,21,28,75,12,33,45,32,13,3,23,18,10
BKN,BKN @ DET,11/2/19,L,240,109,43,93,46.2,10,32,31.3,13,17,76.5,10,38,48,24,4,4,15,24,-4
