TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
DEN,DEN vs. UTA,1/30/20,W,240,106,40,85,47.1,9,27,33.3,17,21,81,8,35,43,25,7,5,10,16,6
DEN,DEN @ MEM,1/28/20,L,240,96,32,86,37.2,17,45,37.8,15,18,83.3,13,31,44,23,9,4,19,16,-8
DEN,DEN vs. HOU,1/26/20,W,240,117,44,93,47.3,11,28,39.3,18,20,90,11,31,42,28,10,3,15,23,7
DEN,DEN @ NOP,1/24/20,W,240,113,40,106,37.7,13,41,31.7,20,20,100,24,32,56,26,14,6,15,19,7
DEN,DEN @ HOU,1/22/20,L,240,105,42,92,45.7,10,28,35.7,11,15,73.3,13,27,40,25,12,6,15,21,-16
DEN,DEN @ MIN,1/20/20,W,240,107,43,90,47.8,11,31,35.5,10,12,83.3,13,40,53,26,9,1,13,18,7
DEN,DEN vs. IND,1/19/20,L,240,107,41,88,46.6,3,23,13,22,32,68.8,12,32,44,22,10,4,9,19,-8
DEN,DEN @ GSW,1/16/20,W,265,134,47,100,47,17,35,48.6,23,26,88.5,15,41,56,31,11,6,21,23,3
DEN,DEN vs. CHA,1/15/20,W,240,100,38,79,48.1,9,28,32.1,15,25,60,3,37,40,28,8,7,13,18,14
DEN,DEN vs. LAC,1/12/20,W,240,114,37,77,48.1,11,25,44,29,37,78.4,9,35,44,24,7,4,14,26,10
DEN,DEN vs. CLE,1/11/20,L,240,103,41,95,43.2,8,39,20.5,13,18,72.2,11,31,42,23,9,4,5,13,-8
DEN,DEN @ DAL,1/8/20,W,240,107,41,85,48.2,9,24,37.5,16,20,80,9,29,38,27,7,5,13,22,1
DEN,DEN @ ATL,1/6/20,W,240,123,47,92,51.1,9,27,33.3,20,27,74.1,7,34,41,27,4,6,4,23,8
DEN,DEN @ WAS,1/4/20,L,240,114,40,87,46,6,29,20.7,28,34,82.4,9,24,33,18,6,2,12,23,-14
DEN,DEN @ IND,1/2/20,W,240,124,46,87,52.9,8,27,29.6,24,27,88.9,15,32,47,27,7,2,10,21,8
DEN,DEN @ HOU,12/31/19,L,240,104,45,97,46.4,8,25,32,6,9,66.7,14,25,39,25,7,5,16,22,-26
DEN,DEN vs. SAC,12/29/19,W,240,120,42,81,51.9,8,29,27.6,28,31,90.3,10,27,37,23,6,4,12,18,5
DEN,DEN vs. MEM,12/28/19,W,240,119,45,93,48.4,9,29,31,20,27,74.1,10,33,43,28,9,4,10,20,9
DEN,DEN vs. NOP,12/25/19,L,240,100,37,92,40.2,12,37,32.4,14,18,77.8,13,27,40,24,10,4,12,15,-12
DEN,DEN @ PHX,12/23/19,W,240,113,43,78,55.1,15,28,53.6,12,15,80,6,33,39,31,10,1,21,24,2
DEN,DEN @ LAL,12/22/19,W,240,128,45,92,48.9,11,32,34.4,27,30,90,17,27,44,31,13,2,10,19,24
DEN,DEN vs. MIN,12/20/19,W,240,109,44,89,49.4,10,28,35.7,11,12,91.7,10,34,44,27,9,5,16,22,9
DEN,DEN vs. ORL,12/18/19,W,240,113,40,84,47.6,11,27,40.7,22,25,88,14,38,52,28,8,3,19,17,9
DEN,DEN vs. NYK,12/15/19,W,240,111,44,94,46.8,10,28,35.7,13,19,68.4,17,31,48,27,5,6,9,9,6
DEN,DEN vs. OKC,12/14/19,W,240,110,43,85,50.6,7,27,25.9,17,23,73.9,10,34,44,30,6,3,16,23,8
DEN,DEN vs. POR,12/12/19,W,240,114,42,88,47.7,18,36,50,12,19,63.2,15,33,48,25,6,2,11,13,15
DEN,DEN @ PHI,12/10/19,L,240,92,37,85,43.5,7,27,25.9,11,12,91.7,5,33,38,29,12,9,14,14,-5
DEN,DEN @ BKN,12/8/19,L,240,102,36,89,40.4,18,42,42.9,12,14,85.7,7,30,37,25,4,5,13,23,-3
DEN,DEN @ BOS,12/6/19,L,240,95,39,94,41.5,5,30,16.7,12,15,80,12,29,41,18,5,4,14,15,-13
DEN,DEN @ NYK,12/5/19,W,240,129,49,87,56.3,21,39,53.8,10,18,55.6,9,39,48,38,8,5,14,19,37
DEN,DEN vs. LAL,12/3/19,L,240,96,37,91,40.7,6,29,20.7,16,17,94.1,7,28,35,26,9,4,11,25,-9
DEN,DEN @ SAC,11/30/19,L,265,97,36,87,41.4,11,32,34.4,14,21,66.7,9,39,48,23,11,5,17,21,-3
DEN,DEN vs. WAS,11/26/19,W,240,117,47,90,52.2,6,24,25,17,23,73.9,10,48,58,31,8,6,21,20,13
DEN,DEN vs. PHX,11/24/19,W,240,116,43,91,47.3,14,31,45.2,16,23,69.6,19,33,52,24,4,2,11,16,12
DEN,DEN vs. BOS,11/22/19,W,240,96,39,88,44.3,7,28,25,11,13,84.6,11,37,48,24,7,5,18,17,4
DEN,DEN vs. HOU,11/20/19,W,240,105,44,94,46.8,9,27,33.3,8,15,53.3,15,33,48,29,13,4,15,21,10
DEN,DEN @ MEM,11/17/19,W,240,131,49,89,55.1,18,32,56.3,15,23,65.2,6,33,39,36,10,10,12,24,17
DEN,DEN vs. BKN,11/14/19,W,240,101,43,101,42.6,10,33,30.3,5,10,50,14,48,62,26,4,3,7,14,8
DEN,DEN vs. ATL,11/12/19,L,240,121,46,104,44.2,11,41,26.8,18,22,81.8,15,25,40,31,7,5,3,24,-4
DEN,DEN @ MIN,11/10/19,W,265,100,39,101,38.6,11,28,39.3,11,17,64.7,14,43,57,26,6,4,20,30,2
DEN,DEN vs. PHI,11/8/19,W,240,100,39,87,44.8,9,22,40.9,13,17,76.5,7,34,41,28,10,11,10,16,3
DEN,DEN vs. MIA,11/5/19,W,240,109,45,86,52.3,9,23,39.1,10,16,62.5,9,38,47,35,10,3,20,21,20
DEN,DEN @ ORL,11/2/19,W,240,91,27,73,37,9,28,32.1,28,39,71.8,7,34,41,15,8,3,14,14,4
DEN,DEN @ NOP,10/31/19,L,240,107,43,89,48.3,7,26,26.9,14,16,87.5,5,30,35,24,5,3,15,24,-15
DEN,DEN vs. DAL,10/29/19,L,240,106,43,91,47.3,11,32,34.4,9,13,69.2,14,36,50,24,6,1,11,24,-3
DEN,DEN @ SAC,10/28/19,W,240,101,36,98,36.7,10,36,27.8,19,21,90.5,19,35,54,19,8,5,12,18,7
DEN,DEN vs. PHX,10/25/19,W,265,108,36,92,39.1,7,27,25.9,29,36,80.6,8,37,45,21,7,12,14,26,1
DEN,DEN @ POR,10/23/19,W,240,108,34,81,42,18,32,56.3,22,27,81.5,11,34,45,24,11,4,20,23,8
DET,DET @ PHI,3/11/20,L,240,106,39,84,46.4,11,35,31.4,17,25,68,6,26,32,25,10,3,9,24,-18
DET,DET @ NYK,3/8/20,L,240,84,29,80,36.3,11,38,28.9,15,22,68.2,5,30,35,21,8,2,13,19,-12
DET,DET vs. UTA,3/7/20,L,240,105,40,86,46.5,9,30,30,16,22,72.7,10,28,38,24,4,2,11,23,-6
DET,DET vs. OKC,3/4/20,L,240,107,40,86,46.5,18,43,41.9,9,15,60,9,27,36,27,8,5,17,21,-7
DET,DET @ SAC,3/1/20,L,240,100,33,80,41.3,18,42,42.9,16,24,66.7,7,35,42,23,6,4,16,25,-6
DET,DET @ PHX,2/28/20,W,240,113,44,90,48.9,13,32,40.6,12,16,75,10,21,31,27,14,3,10,19,2
DET,DET @ DEN,2/25/20,L,240,98,33,81,40.7,15,41,36.6,17,21,81,12,21,33,24,8,2,16,26,-17
DET,DET @ POR,2/23/20,L,240,104,37,86,43,11,35,31.4,19,20,95,11,33,44,18,7,5,11,17,-3
DET,DET vs. MIL,2/20/20,L,240,106,40,83,48.2,13,37,35.1,13,16,81.3,7,39,46,25,3,5,22,23,-20
DET,DET @ ORL,2/12/20,L,265,112,40,92,43.5,18,45,40,14,15,93.3,9,38,47,28,5,7,21,20,-4
DET,DET vs. CHA,2/10/20,L,240,76,29,82,35.4,7,35,20,11,13,84.6,19,33,52,21,4,5,21,18,-11
DET,DET vs. NYK,2/8/20,L,240,92,34,69,49.3,13,29,44.8,11,16,68.8,3,25,28,21,5,7,16,19,-3
DET,DET @ OKC,2/7/20,L,240,101,38,89,42.7,11,38,28.9,14,19,73.7,14,23,37,19,7,1,11,23,-7
DET,DET vs. PHX,2/5/20,W,240,116,46,95,48.4,12,28,42.9,12,16,75,14,28,42,31,9,2,9,15,8
DET,DET @ MEM,2/3/20,L,240,82,34,98,34.7,8,26,30.8,6,9,66.7,16,35,51,21,6,2,16,13,-14
DET,DET vs. DEN,2/2/20,W,265,128,48,94,51.1,14,31,45.2,18,24,75,11,32,43,33,4,2,12,22,5
DET,DET vs. TOR,1/31/20,L,240,92,28,79,35.4,11,36,30.6,25,34,73.5,13,32,45,18,5,6,17,12,-13
DET,DET @ BKN,1/29/20,L,240,115,42,83,50.6,10,26,38.5,21,28,75,9,32,41,25,6,5,16,20,-10
DET,DET vs. CLE,1/27/20,L,240,100,38,84,45.2,12,35,34.3,12,17,70.6,9,28,37,18,8,7,18,20,-15
DET,DET vs. BKN,1/25/20,L,265,111,43,104,41.3,13,35,37.1,12,18,66.7,14,38,52,20,5,3,8,25,-10
DET,DET vs. MEM,1/24/20,L,240,112,39,91,42.9,11,32,34.4,23,31,74.2,10,27,37,23,8,1,8,23,-13
DET,DET vs. SAC,1/22/20,W,240,127,39,73,53.4,12,29,41.4,37,44,84.1,3,45,48,19,9,4,17,19,21
DET,DET @ WAS,1/20/20,L,240,100,38,89,42.7,10,32,31.3,14,20,70,11,30,41,19,10,5,17,18,-6
DET,DET @ ATL,1/18/20,W,240,136,51,86,59.3,15,32,46.9,19,25,76,11,30,41,31,12,8,18,18,33
DET,DET @ BOS,1/15/20,W,240,116,47,78,60.3,12,32,37.5,10,19,52.6,3,31,34,30,8,4,13,19,13
DET,DET vs. NOP,1/13/20,L,265,110,40,99,40.4,11,32,34.4,19,24,79.2,5,38,43,27,11,8,9,25,-7
DET,DET vs. CHI,1/11/20,L,240,99,36,78,46.2,9,28,32.1,18,27,66.7,12,30,42,22,7,4,19,20,-9
DET,DET vs. CLE,1/9/20,L,265,112,48,98,49,6,20,30,10,16,62.5,19,27,46,20,8,9,16,25,-3
DET,DET @ CLE,1/7/20,W,240,115,42,91,46.2,13,33,39.4,18,21,85.7,10,30,40,26,8,3,9,15,2
DET,DET @ LAL,1/5/20,L,240,99,29,78,37.2,11,26,42.3,30,35,85.7,6,37,43,21,8,6,16,22,-7
DET,DET @ GSW,1/4/20,W,240,111,43,83,51.8,11,27,40.7,14,16,87.5,9,37,46,24,13,5,21,25,7
DET,DET @ LAC,1/2/20,L,240,112,40,94,42.6,7,33,21.2,25,35,71.4,12,33,45,20,10,1,11,23,-14
DET,DET @ UTA,12/30/19,L,240,81,30,79,38,4,14,28.6,17,23,73.9,10,33,43,14,10,5,17,20,-23
DET,DET @ SAS,12/28/19,L,240,109,40,90,44.4,12,36,33.3,17,30,56.7,10,30,40,20,9,5,11,15,-27
DET,DET vs. WAS,12/26/19,W,240,132,46,86,53.5,19,48,39.6,21,26,80.8,11,37,48,32,5,5,15,23,30
DET,DET vs. PHI,12/23/19,L,240,109,43,84,51.2,10,30,33.3,13,18,72.2,6,24,30,27,9,1,14,14,-16
DET,DET vs. CHI,12/21/19,L,240,107,40,87,46,16,35,45.7,11,12,91.7,6,23,29,30,14,4,16,20,-12
DET,DET @ BOS,12/20/19,L,240,93,34,85,40,11,31,35.5,14,19,73.7,11,25,36,21,13,2,25,16,-21
DET,DET vs. TOR,12/18/19,L,240,99,39,87,44.8,6,35,17.1,15,22,68.2,10,38,48,19,7,6,15,17,-13
DET,DET vs. WAS,12/16/19,L,240,119,41,86,47.7,13,39,33.3,24,34,70.6,12,24,36,29,6,4,14,19,-14
DET,DET @ HOU,12/14/19,W,240,115,41,92,44.6,12,37,32.4,21,25,84,11,44,55,27,6,6,14,15,8
DET,DET vs. DAL,12/12/19,L,240,111,40,89,44.9,15,42,35.7,16,23,69.6,5,29,34,23,8,2,8,16,-11
DET,DET @ NOP,12/9/19,W,240,105,36,85,42.4,11,35,31.4,22,27,81.5,10,36,46,15,6,3,19,20,2
DET,DET vs. IND,12/6/19,W,240,108,39,87,44.8,11,25,44,19,26,73.1,14,37,51,21,7,5,18,17,7
DET,DET vs. MIL,12/4/19,L,240,103,39,93,41.9,11,36,30.6,14,22,63.6,9,31,40,25,5,3,12,19,-24
DET,DET @ CLE,12/3/19,W,240,127,51,94,54.3,18,35,51.4,7,11,63.6,10,36,46,33,11,7,11,16,33
DET,DET vs. SAS,12/1/19,W,240,132,52,88,59.1,15,31,48.4,13,18,72.2,11,39,50,33,5,5,17,14,34
DET,DET vs. CHA,11/29/19,L,240,107,41,83,49.4,15,35,42.9,10,20,50,14,31,45,27,5,4,14,16,-3
DET,DET @ CHA,11/27/19,L,240,101,41,88,46.6,10,32,31.3,9,15,60,9,37,46,23,2,2,9,18,-1
DET,DET vs. ORL,11/25/19,W,240,103,34,79,43,14,38,36.8,21,25,84,9,40,49,23,6,5,15,20,15
DET,DET @ MIL,11/23/19,L,240,90,37,91,40.7,10,35,28.6,6,10,60,6,34,40,22,7,3,16,18,-14
DET,DET vs. ATL,11/22/19,W,240,128,49,82,59.8,17,34,50,13,20,65,12,30,42,30,13,10,19,17,25
DET,DET @ CHI,11/20/19,L,240,89,28,83,33.7,8,33,24.2,25,32,78.1,12,34,46,23,6,8,17,20,-20
DET,DET @ CHA,11/15/19,L,240,106,40,81,49.4,15,35,42.9,11,11,100,7,35,42,25,3,3,21,19,-3
DET,DET @ MIA,11/12/19,L,240,108,34,78,43.6,15,41,36.6,25,37,67.6,8,24,32,27,9,9,16,28,-9
DET,DET vs. MIN,11/11/19,L,240,114,39,87,44.8,16,32,50,20,25,80,12,27,39,25,9,5,17,22,-6
DET,DET @ IND,11/8/19,L,240,106,39,86,45.3,13,33,39.4,15,18,83.3,10,30,40,27,6,4,17,26,-6
DET,DET vs. NYK,11/6/19,W,240,122,44,79,55.7,15,30,50,19,24,79.2,8,35,43,37,7,1,17,17,20
DET,DET @ WAS,11/4/19,L,240,99,34,82,41.5,13,27,48.1,18,23,78.3,13,29,42,21,4,9,21,20,-16
DET,DET vs. BKN,11/2/19,W,240,113,41,91,45.1,8,27,29.6,23,29,79.3,5,36,41,21,8,7,8,18,4
DET,DET @ CHI,11/1/19,L,240,106,41,85,48.2,6,29,20.7,18,24,75,10,37,47,21,11,8,16,21,-6
DET,DET @ TOR,10/30/19,L,240,113,41,88,46.6,14,30,46.7,17,23,73.9,11,31,42,30,5,1,20,15,-12
DET,DET vs. IND,10/28/19,W,240,96,37,81,45.7,13,24,54.2,9,10,90,9,39,48,21,2,3,20,18,2
DET,DET vs. PHI,10/26/19,L,240,111,41,76,53.9,8,19,42.1,21,36,58.3,5,30,35,20,11,7,23,28,-6
DET,DET vs. ATL,10/24/19,L,240,100,35,85,41.2,10,37,27,20,22,90.9,9,30,39,20,6,5,14,20,-17
DET,DET @ IND,10/23/19,W,240,119,41,78,52.6,11,24,45.8,26,33,78.8,10,35,45,26,5,6,18,21,9
GSW,GSW vs. LAC,3/10/20,L,240,107,37,79,46.8,11,38,28.9,22,27,81.5,4,31,35,25,3,0,10,17,-24
GSW,GSW vs. PHI,3/7/20,W,240,118,44,80,55,9,25,36,21,28,75,7,28,35,30,4,2,7,19,4
GSW,GSW vs. TOR,3/5/20,L,240,113,40,98,40.8,14,52,26.9,19,25,76,14,38,52,34,4,5,16,23,-8
GSW,GSW @ DEN,3/3/20,W,240,116,42,82,51.2,18,41,43.9,14,22,63.6,5,30,35,31,8,3,11,23,16
GSW,GSW vs. WAS,3/1/20,L,240,110,42,89,47.2,9,28,32.1,17,24,70.8,18,34,52,25,7,7,22,24,-14
GSW,GSW @ PHX,2/29/20,W,240,115,41,87,47.1,9,30,30,24,32,75,13,36,49,30,9,6,10,21,16
GSW,GSW vs. LAL,2/27/20,L,240,86,34,80,42.5,9,32,28.1,9,10,90,5,32,37,27,7,3,27,27,-30
GSW,GSW vs. SAC,2/25/20,L,240,94,35,79,44.3,4,28,14.3,20,24,83.3,5,29,34,21,7,2,17,25,-18
GSW,GSW vs. NOP,2/23/20,L,240,101,40,92,43.5,11,35,31.4,10,15,66.7,11,37,48,28,9,7,15,16,-14
GSW,GSW vs. HOU,2/20/20,L,240,105,44,89,49.4,7,33,21.2,10,12,83.3,13,27,40,26,11,7,23,16,-30
GSW,GSW @ PHX,2/12/20,L,240,106,39,77,50.6,11,31,35.5,17,19,89.5,4,34,38,27,8,7,22,20,-6
GSW,GSW vs. MIA,2/10/20,L,240,101,30,77,39,11,34,32.4,30,34,88.2,6,34,40,23,8,2,16,21,-12
GSW,GSW vs. LAL,2/8/20,L,240,120,46,89,51.7,13,32,40.6,15,23,65.2,8,25,33,31,15,6,18,27,-5
GSW,GSW @ BKN,2/5/20,L,240,88,35,96,36.5,5,39,12.8,13,18,72.2,7,27,34,20,6,7,7,14,-41
GSW,GSW @ WAS,2/3/20,W,240,125,43,87,49.4,15,30,50,24,31,77.4,12,32,44,31,8,6,14,25,8
GSW,GSW @ CLE,2/1/20,W,240,131,48,90,53.3,18,35,51.4,17,19,89.5,10,34,44,39,11,10,11,16,19
GSW,GSW @ BOS,1/30/20,L,240,104,33,77,42.9,12,39,30.8,26,30,86.7,3,27,30,24,11,6,17,19,-15
GSW,GSW @ PHI,1/28/20,L,240,104,37,87,42.5,15,40,37.5,15,21,71.4,6,34,40,29,6,3,14,24,-11
GSW,GSW vs. IND,1/24/20,L,240,118,40,82,48.8,19,39,48.7,19,23,82.6,7,31,38,31,6,3,20,16,-11
GSW,GSW vs. UTA,1/22/20,L,240,96,35,88,39.8,6,23,26.1,20,24,83.3,11,26,37,20,5,5,8,23,-33
GSW,GSW @ POR,1/20/20,L,265,124,48,116,41.4,9,36,25,19,22,86.4,19,41,60,30,7,5,9,25,-5
GSW,GSW vs. ORL,1/18/20,W,240,109,43,94,45.7,12,40,30,11,11,100,7,37,44,25,9,2,11,13,14
GSW,GSW vs. DEN,1/16/20,L,265,131,42,95,44.2,20,45,44.4,27,31,87.1,10,32,42,36,12,6,19,20,-3
GSW,GSW vs. DAL,1/14/20,L,240,97,39,87,44.8,9,32,28.1,10,13,76.9,7,29,36,27,4,1,14,16,-27
GSW,GSW @ MEM,1/12/20,L,240,102,35,92,38,17,34,50,15,21,71.4,12,35,47,23,11,6,22,18,-20
GSW,GSW @ LAC,1/10/20,L,240,100,37,96,38.5,8,39,20.5,18,25,72,13,33,46,28,9,1,10,22,-9
GSW,GSW vs. MIL,1/8/20,L,240,98,33,87,37.9,15,38,39.5,17,20,85,12,40,52,29,7,4,19,30,-9
GSW,GSW @ SAC,1/6/20,L,240,98,34,86,39.5,5,26,19.2,25,32,78.1,10,34,44,19,13,4,19,18,-13
GSW,GSW vs. DET,1/4/20,L,240,104,33,82,40.2,11,21,52.4,27,32,84.4,11,31,42,26,13,3,14,19,-7
GSW,GSW @ MIN,1/2/20,L,240,84,33,77,42.9,3,20,15,15,21,71.4,7,36,43,20,9,1,17,20,-15
GSW,GSW @ SAS,12/31/19,L,265,113,44,96,45.8,12,27,44.4,13,18,72.2,9,35,44,31,5,6,9,14,-4
GSW,GSW vs. DAL,12/28/19,L,240,121,45,93,48.4,18,39,46.2,13,17,76.5,9,33,42,28,4,3,13,19,-20
GSW,GSW vs. PHX,12/27/19,W,240,105,38,92,41.3,9,27,33.3,20,25,80,11,30,41,22,10,5,11,17,9
GSW,GSW vs. HOU,12/25/19,W,240,116,41,87,47.1,9,28,32.1,25,28,89.3,11,43,54,27,7,8,16,18,12
GSW,GSW vs. MIN,12/23/19,W,240,113,38,87,43.7,12,30,40,25,30,83.3,13,42,55,27,11,6,20,27,9
GSW,GSW vs. NOP,12/20/19,W,240,106,36,83,43.4,10,33,30.3,24,25,96,10,37,47,25,10,4,18,24,4
GSW,GSW @ POR,12/18/19,L,240,112,41,103,39.8,16,38,42.1,14,23,60.9,17,33,50,24,7,7,8,23,-10
GSW,GSW vs. SAC,12/15/19,L,240,79,30,76,39.5,6,25,24,13,18,72.2,7,18,25,24,14,1,21,17,-21
GSW,GSW @ UTA,12/13/19,L,240,106,41,91,45.1,9,29,31,15,22,68.2,14,34,48,19,9,7,12,26,-8
GSW,GSW vs. NYK,12/11/19,L,265,122,45,104,43.3,10,37,27,22,30,73.3,14,32,46,27,10,6,8,25,-2
GSW,GSW vs. MEM,12/9/19,L,240,102,35,93,37.6,11,27,40.7,21,25,84,10,36,46,23,10,6,16,21,-8
GSW,GSW @ CHI,12/6/19,W,240,100,38,71,53.5,9,24,37.5,15,22,68.2,6,33,39,24,9,4,20,19,2
GSW,GSW @ CHA,12/4/19,L,240,91,36,78,46.2,9,23,39.1,10,15,66.7,6,31,37,18,7,3,16,12,-15
GSW,GSW @ ATL,12/2/19,L,240,79,33,83,39.8,3,17,17.6,10,12,83.3,18,28,46,17,11,8,25,20,-25
GSW,GSW @ ORL,12/1/19,L,240,96,36,91,39.6,6,23,26.1,18,23,78.3,15,31,46,21,6,5,12,17,-4
GSW,GSW @ MIA,11/29/19,L,240,105,30,77,39,10,28,35.7,35,40,87.5,5,26,31,19,4,3,9,23,-17
GSW,GSW vs. CHI,11/27/19,W,240,104,37,81,45.7,11,29,37.9,19,26,73.1,13,41,54,31,12,9,21,17,14
GSW,GSW vs. OKC,11/25/19,L,240,97,37,89,41.6,9,20,45,14,16,87.5,9,32,41,27,10,7,13,17,-3
GSW,GSW @ UTA,11/22/19,L,240,109,43,94,45.7,12,28,42.9,11,12,91.7,6,31,37,28,11,3,9,18,-4
GSW,GSW @ DAL,11/20/19,L,240,94,35,90,38.9,8,27,29.6,16,25,64,9,25,34,18,7,5,10,16,-48
GSW,GSW @ MEM,11/19/19,W,240,114,43,90,47.8,9,29,31,19,22,86.4,11,40,51,33,5,10,15,24,19
GSW,GSW @ NOP,11/17/19,L,240,100,37,91,40.7,7,25,28,19,23,82.6,9,34,43,23,7,3,12,19,-8
GSW,GSW vs. BOS,11/15/19,L,240,100,34,82,41.5,5,28,17.9,27,34,79.4,12,43,55,17,8,4,20,19,-5
GSW,GSW @ LAL,11/13/19,L,240,94,36,89,40.4,9,35,25.7,13,17,76.5,10,23,33,29,8,7,17,14,-26
GSW,GSW vs. UTA,11/11/19,L,240,108,45,94,47.9,10,31,32.3,8,14,57.1,8,36,44,23,8,2,10,24,-14
GSW,GSW @ OKC,11/9/19,L,240,108,42,85,49.4,7,22,31.8,17,17,100,6,28,34,22,9,6,15,18,-6
GSW,GSW @ MIN,11/8/19,L,265,119,43,103,41.7,10,35,28.6,23,24,95.8,13,36,49,18,12,9,20,26,-6
GSW,GSW @ HOU,11/6/19,L,240,112,38,96,39.6,13,33,39.4,23,28,82.1,16,35,51,22,7,1,11,12,-17
GSW,GSW vs. POR,11/4/19,W,240,127,42,86,48.8,10,26,38.5,33,36,91.7,8,39,47,28,4,4,10,17,9
GSW,GSW vs. CHA,11/2/19,L,240,87,34,77,44.2,9,28,32.1,10,13,76.9,5,35,40,23,5,5,18,22,-6
GSW,GSW vs. SAS,11/1/19,L,240,110,39,84,46.4,13,28,46.4,19,21,90.5,7,32,39,25,4,2,11,22,-17
GSW,GSW vs. PHX,10/30/19,L,240,110,36,82,43.9,8,28,28.6,30,36,83.3,7,36,43,24,8,6,18,22,-11
GSW,GSW @ NOP,10/28/19,W,240,134,51,104,49,14,35,40,18,24,75,19,42,61,37,8,2,18,22,11
GSW,GSW @ OKC,10/27/19,L,240,92,30,92,32.6,5,33,15.2,27,31,87.1,12,27,39,17,13,2,15,15,-28
GSW,GSW vs. LAC,10/24/19,L,240,122,39,99,39.4,15,42,35.7,29,30,96.7,15,27,42,27,7,0,13,21,-19
HOU,HOU vs. PHI,8/14/20,L,240,96,35,80,43.8,12,48,25,14,16,87.5,1,26,27,25,10,9,17,18,-38
HOU,HOU vs. IND,8/12/20,L,240,104,32,86,37.2,16,57,28.1,24,28,85.7,6,43,49,20,8,6,20,20,-4
HOU,HOU @ SAS,8/11/20,L,240,105,36,89,40.4,14,48,29.2,19,21,90.5,4,33,37,18,14,3,18,19,-18
HOU,HOU @ SAC,8/9/20,W,240,129,43,91,47.3,18,57,31.6,25,30,83.3,8,40,48,21,9,3,15,18,17
HOU,HOU vs. LAL,8/6/20,W,240,113,36,84,42.9,21,57,36.8,20,23,87,4,30,34,26,11,5,20,28,16
HOU,HOU @ POR,8/4/20,L,240,102,34,87,39.1,19,53,35.8,15,24,62.5,5,34,39,24,7,3,10,26,-8
HOU,HOU vs. MIL,8/2/20,W,240,120,36,91,39.6,21,61,34.4,27,31,87.1,6,30,36,22,15,3,9,24,4
HOU,HOU @ DAL,7/31/20,W,265,153,52,101,51.5,19,48,39.6,30,39,76.9,7,36,43,26,12,10,9,31,4
HOU,HOU vs. MIN,3/10/20,W,240,117,41,80,51.3,15,38,39.5,20,26,76.9,5,28,33,24,9,5,18,20,6
HOU,HOU vs. ORL,3/8/20,L,240,106,39,88,44.3,9,32,28.1,19,25,76,11,27,38,21,10,7,18,23,-20
HOU,HOU @ CHA,3/7/20,L,240,99,35,76,46.1,15,45,33.3,14,20,70,13,29,42,22,9,3,21,25,-9
HOU,HOU vs. LAC,3/5/20,L,240,105,35,97,36.1,7,42,16.7,28,36,77.8,15,36,51,19,6,5,11,25,-15
HOU,HOU @ NYK,3/2/20,L,240,123,39,94,41.5,20,56,35.7,25,27,92.6,8,26,34,25,11,5,12,20,-2
HOU,HOU @ BOS,2/29/20,W,265,111,41,98,41.8,15,55,27.3,14,18,77.8,12,41,53,17,10,8,16,20,1
HOU,HOU vs. MEM,2/26/20,W,240,140,52,93,55.9,23,50,46,13,15,86.7,9,35,44,22,8,7,19,25,28
HOU,HOU vs. NYK,2/24/20,W,240,123,43,86,50,16,48,33.3,21,31,67.7,5,33,38,20,11,7,13,22,11
HOU,HOU @ UTA,2/22/20,W,240,120,45,92,48.9,20,48,41.7,10,14,71.4,6,36,42,20,9,5,10,25,10
HOU,HOU @ GSW,2/20/20,W,240,135,45,85,52.9,25,49,51,20,22,90.9,8,28,36,31,14,7,16,15,30
HOU,HOU vs. BOS,2/11/20,W,240,116,33,77,42.9,13,45,28.9,37,42,88.1,5,40,45,17,9,6,14,21,11
HOU,HOU vs. UTA,2/9/20,L,240,113,44,95,46.3,15,42,35.7,10,14,71.4,7,29,36,20,10,5,8,19,-1
HOU,HOU @ PHX,2/7/20,L,240,91,29,85,34.1,11,48,22.9,22,26,84.6,8,21,29,16,8,5,16,21,-36
HOU,HOU @ LAL,2/6/20,W,240,121,43,85,50.6,19,42,45.2,16,18,88.9,6,31,37,20,8,4,16,22,10
HOU,HOU vs. CHA,2/4/20,W,240,125,43,97,44.3,20,60,33.3,19,23,82.6,7,34,41,25,11,5,5,19,15
HOU,HOU vs. NOP,2/2/20,W,240,117,41,105,39,16,51,31.4,19,22,86.4,11,32,43,22,14,3,8,18,8
HOU,HOU vs. DAL,1/31/20,W,240,128,45,98,45.9,21,45,46.7,17,20,85,7,30,37,25,11,5,7,20,7
HOU,HOU @ POR,1/29/20,L,240,112,40,94,42.6,17,47,36.2,15,18,83.3,9,30,39,21,8,5,15,23,-13
HOU,HOU @ UTA,1/27/20,W,240,126,38,81,46.9,15,40,37.5,35,49,71.4,6,34,40,14,11,4,17,25,9
HOU,HOU @ DEN,1/26/20,L,240,110,40,88,45.5,11,33,33.3,19,27,70.4,15,29,44,19,6,7,18,21,-7
HOU,HOU @ MIN,1/24/20,W,240,131,47,91,51.6,11,32,34.4,26,31,83.9,5,30,35,24,11,9,11,18,7
HOU,HOU vs. DEN,1/22/20,W,240,121,42,89,47.2,13,29,44.8,24,28,85.7,18,35,53,26,10,7,19,16,16
