TEAM,MATCH UP,GAME DATE,W/L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
MEM,MEM @ CLE,12/2/17,L,48,120.7,124.7,-4.1,72.1,2.38,23.1,25.6,91.4,55.1,14.1,58.9,61.6,92.5,47
MEM,MEM vs. SAS,12/1/17,L,48,87.8,106.7,-19,63.3,1.19,16,21.3,70.5,45.1,17.8,43.9,48.2,89.5,39
MEM,MEM @ SAS,11/29/17,L,48,110.5,118.2,-7.7,60,1.24,17.2,34.1,68.4,50,19.8,52.6,56.5,87,42.4
MEM,MEM vs. BKN,11/26/17,L,48,97.8,108.9,-11.1,46.9,1.07,12.6,30,64.3,45.7,15.6,45,50,90,40.8
MEM,MEM @ DEN,11/24/17,L,48,95.8,108.3,-12.5,77.8,1.56,21.9,10,58.1,34.9,18.8,55.5,57.5,96,43.5
MEM,MEM vs. DAL,11/22/17,L,48,94,96,-2,67.6,1.47,18.9,15.6,87.7,55.9,17,50,53.9,99.5,52
MEM,MEM vs. POR,11/20/17,L,48,96.8,103.1,-6.3,69.7,2.88,18.3,14,61.5,36.7,8.4,43,47.9,96,46.8
MEM,MEM vs. HOU,11/18/17,L,48,90.2,115.4,-25.2,58.1,1.38,14.3,31.6,73.9,50.5,14.1,40.1,44,91.5,39.5
MEM,MEM vs. IND,11/15/17,L,48,115.3,117.2,-1.9,65.9,2.07,20.9,26.7,77.3,51.7,14.3,55.8,59.1,98.5,48.9
MEM,MEM @ MIL,11/13/17,L,48,113.2,119.6,-6.4,56.8,1.4,17.2,25.6,68.2,48.2,16.5,55.9,60.4,91.5,46.3
MEM,MEM @ HOU,11/11/17,L,48,94.1,109.9,-15.8,60.5,1.15,17.4,18.2,77.1,48.9,19.6,51.9,55.2,101.5,46
MEM,MEM @ POR,11/7/17,W,48,105.4,102.1,3.3,51.4,1.2,15.4,15.4,69.6,44.7,16.1,52.7,58.3,94,52.5
MEM,MEM @ LAL,11/5/17,L,48,102,109.2,-7.2,57.5,1.92,17.6,16.7,71.4,44.3,12,52.3,54.7,99,47.4
MEM,MEM @ LAC,11/4/17,W,48,120.2,113,7.2,52.5,1.75,16.2,37,62.5,50,12.8,55.4,59.8,93,53.2
MEM,MEM vs. ORL,11/1/17,L,48,101,105.2,-4.2,53.8,1.4,16.4,20,78.9,47,15.3,53.7,55.6,97,49.1
MEM,MEM vs. CHA,10/30/17,L,48,98,105.1,-7,53.1,2.43,12.9,26.6,70.9,47.1,6.9,38.7,46,100,46.5
MEM,MEM vs. HOU,10/28/17,W,48,108.4,93.7,14.7,65,2.89,20.5,15.6,78,48.4,9.5,55.3,57,95,64.4
MEM,MEM vs. DAL,10/26/17,W,48,100,94.8,5.2,60,1,14.6,20,63.5,45.4,18.8,47.9,55.7,96,54.2
MEM,MEM @ DAL,10/25/17,L,48,100,108.4,-8.4,42.4,0.78,12.1,21.4,82.9,51.8,19.1,54.2,56.9,94.5,41.9
MEM,MEM @ HOU,10/23/17,W,48,105.4,96.8,8.6,55.2,1.33,13.9,17.5,76,50,12.9,47.1,58.1,93,59.1
MEM,MEM vs. GSW,10/21/17,W,48,111,100,11,55.6,1.43,15.6,17.8,69.8,45.9,14,53.2,59.5,100.5,54.7
MEM,MEM vs. NOP,10/18/17,W,48,106.2,95.8,10.4,48.7,1.58,13.8,39.3,65.3,50.9,12.4,47.3,49.4,96,54.3
MIA,MIA vs. TOR,4/11/18,W,53,112.6,103.8,8.8,56.5,2.89,17.2,34.9,75.9,53.8,8.7,48.6,50.5,94.19,53.4
MIA,MIA vs. OKC,4/9/18,L,48,93.9,116.2,-22.2,52.5,1.4,16,22,78.4,50.5,15.2,48.9,49.9,99,38.9
MIA,MIA @ NYK,4/6/18,L,48,99,123.2,-24.2,57.1,1.67,15.5,20.8,75,46.5,12.1,43.8,50.2,99,39.3
MIA,MIA @ ATL,4/4/18,W,48,113.9,85.1,28.7,54.8,1.92,16.7,25.9,77,53,11.9,53.7,56.7,101,65.4
MIA,MIA vs. ATL,4/3/18,W,48,102,99,3,53.7,1.57,16.4,25.5,71.7,49,14.1,49.5,52.2,99,52.2
MIA,MIA vs. BKN,3/31/18,L,53,98.2,98.2,0,44.2,1.06,13.3,24.5,79.2,51.9,16.2,48.9,52.3,100.98,47.3
MIA,MIA vs. CHI,3/29/18,W,48,102,92,10,54.1,1.18,15.5,17,65,43.9,16.8,49.4,55.6,100.5,56.7
MIA,MIA vs. CLE,3/27/18,W,48,107.7,84.9,22.7,64.9,1.5,18.9,27.3,67.2,50,17.6,53.2,56.5,92,67.8
MIA,MIA @ IND,3/25/18,L,53,101.9,107.6,-5.7,78,1.88,22.2,14.6,68.8,41.7,16.2,55.8,58.1,95.09,46.4
MIA,MIA @ OKC,3/23/18,L,48,103.1,109.4,-6.3,64.7,1.83,16.7,25.9,69.2,47.2,12.5,46.6,51.7,96,45.5
MIA,MIA vs. NYK,3/21/18,W,48,132.2,108.9,23.3,68.9,3.88,23.8,23.7,58.8,43.8,8.9,64.8,66.6,90,61.9
MIA,MIA vs. DEN,3/19/18,W,58,127.4,122.6,4.7,64.3,3.27,22,25.5,71.9,50,9.4,64.7,65.4,96,55.1
MIA,MIA @ LAL,3/16/18,W,48,96.8,93.8,3,63.9,2.09,17.2,27.1,71.7,46.7,11.6,43.6,45.9,96,49.2
MIA,MIA @ SAC,3/14/18,L,53,113.3,116,-2.7,63.4,1.73,17.3,32.8,78.4,54.1,14.3,50.5,55,95.55,47.1
MIA,MIA @ POR,3/12/18,L,48,100,117.3,-17.3,61.5,2.18,17.8,22.2,75,47.1,11.1,48.4,50.5,98.5,41.3
MIA,MIA vs. WAS,3/10/18,W,48,127.7,102,25.7,51.9,2.7,20,17.5,82.6,52.3,9.9,64.8,66.3,100.5,61.9
MIA,MIA vs. PHI,3/8/18,W,48,103.8,96.1,7.7,61.9,1.63,18.3,24,81.5,53.8,15.4,55.1,55.7,103.5,54.9
MIA,MIA @ WAS,3/6/18,L,53,109.7,113.6,-3.9,61.9,1.73,17.6,33.9,72.5,50,14.6,49.5,53.4,93.28,46.2
MIA,MIA vs. PHX,3/5/18,W,48,127.6,105.1,22.4,70.2,3.3,22.4,35.6,72.5,55.2,10.2,57.6,61.2,98,67.1
MIA,MIA vs. DET,3/3/18,W,48,110.5,101.1,9.5,51.4,1.27,14.5,34.7,58.2,47.1,15.8,52.4,55.7,95,58.7
MIA,MIA vs. LAL,3/1/18,L,48,115.3,135.1,-19.7,50,2.09,16.5,37.3,80,54.7,11.2,53.2,55.4,97.5,40.4
MIA,MIA vs. PHI,2/27/18,W,48,103,102,1,52.8,1.19,14.5,26,62.7,44.6,16.2,49.4,54.1,99,51.4
MIA,MIA vs. MEM,2/24/18,W,48,117.3,91.8,25.6,65.9,2.7,19.1,31.4,78.7,54.1,10.2,52.8,57,97.5,67
MIA,MIA @ NOP,2/23/18,L,53,105.1,105.1,0,52,2,16.4,25,74.2,49.2,11.1,49.1,51.5,106.42,48.5
MIA,MIA @ PHI,2/14/18,L,48,106.3,110.6,-4.4,65.7,2.09,18.1,16.7,52.5,36.4,11.5,52.6,56.8,95,50.2
MIA,MIA @ TOR,2/13/18,L,48,113.1,116.2,-3,57.1,1.5,17.9,26.1,84,56.3,16.2,55.8,59.3,99,50.8
MIA,MIA vs. MIL,2/9/18,W,48,93.8,86.7,7.1,50,1,12.3,30.4,88.9,56.4,16.5,42,47.4,97.5,49.8
MIA,MIA vs. HOU,2/7/18,L,48,113.5,121.1,-7.6,59,1.77,17.8,34.7,78.4,53.5,14.6,51.7,54.1,89.5,44.3
MIA,MIA vs. ORL,2/5/18,L,48,112.4,114.4,-2.1,52.5,1.75,15.1,35.6,84.8,57.1,12.4,44.6,50.3,97,46.9
MIA,MIA @ DET,2/3/18,L,48,112.6,116.8,-4.2,68.2,2.5,22.2,20.8,63.4,40.4,12.6,56,56.9,95,48.5
MIA,MIA @ PHI,2/2/18,L,48,104.3,113.2,-8.9,58.8,1.67,14.8,39.7,76.1,55.8,12.9,46,49.3,92,43.2
MIA,MIA @ CLE,1/31/18,L,48,85.6,87.5,-1.9,47.2,0.85,12.9,22.2,79.3,51.8,19.2,45.2,47.3,104,49
MIA,MIA @ DAL,1/29/18,W,48,105.6,98.9,6.7,67.6,1.35,18.4,30.2,66,50,18.9,53.3,57,89.5,57.2
MIA,MIA vs. CHA,1/27/18,W,48,102.2,96.8,5.3,65.8,1.79,18.9,28.6,71.2,51.9,15.1,49.4,51.1,93.5,54.4
MIA,MIA vs. SAC,1/25/18,L,48,93.6,95.7,-2.1,61.3,1.12,14.7,30.2,83,55,18.1,45.1,48.9,93.5,51.5
MIA,MIA @ HOU,1/22/18,L,48,96.8,106.5,-9.7,46.2,1,14.8,26.7,77.1,52.7,19.4,51.8,52.3,93,45.8
MIA,MIA @ CHA,1/20/18,W,48,109.3,109.4,-0.1,65.1,2,20.7,23.4,78,51.5,14.4,56.9,57.4,96.5,50
MIA,MIA @ BKN,1/19/18,L,48,102.2,107.4,-5.3,62.9,1.69,16.7,32.1,74.4,51,14,45.8,50,93.5,44.7
MIA,MIA @ MIL,1/17/18,W,48,112.8,106.3,6.5,73.7,1.87,20.6,29.2,82.6,55.3,16,52.4,56.5,94.5,52.1
MIA,MIA @ CHI,1/15/18,L,48,109.9,119,-9.1,87.5,2.5,24.3,19.1,82.6,50.5,13.9,54.8,58.7,100.5,49.2
MIA,MIA vs. MIL,1/14/18,W,48,100,82.3,17.7,65.7,1.53,18.4,11.9,82.1,52,15.5,53.3,57.2,96.5,72.5
MIA,MIA @ IND,1/10/18,W,48,114,105,9,58.1,1.56,18.9,16.7,70,45.7,16,61.1,63.2,100.5,56.2
MIA,MIA @ TOR,1/9/18,W,48,95.7,95.7,0,46.2,1.29,13.4,40.7,80.7,60.3,14.9,42.3,44.4,93.5,52.2
MIA,MIA vs. UTA,1/7/18,W,48,113.2,110.9,2.3,52.5,2.63,17.2,21.3,72.3,46.8,8.8,53.6,56.1,91.5,51
MIA,MIA vs. NYK,1/5/18,W,53,107,103,4,63.2,1.6,16.6,36.8,73.8,52.5,15,46.8,52,90.57,53.5
MIA,MIA vs. DET,1/3/18,W,48,116.8,109.5,7.4,67.4,2.42,21.8,22,80.4,52.9,12.6,61.3,62.5,95,55.3
MIA,MIA @ ORL,12/30/17,W,48,128.6,120.7,7.9,53.3,2.4,18.5,35.6,72.5,52.9,11,58,61,91.5,50.3
MIA,MIA vs. BKN,12/29/17,L,48,85.3,109.9,-24.6,40,1.09,9.4,22.6,78,44.7,10.8,35.4,42.4,101.5,31.7
MIA,MIA vs. ORL,12/26/17,W,48,109.2,89.9,19.3,53.7,1.29,15.9,35.3,77.6,56,17.3,51.1,54.3,98.5,61.3
MIA,MIA vs. NOP,12/23/17,L,48,104.4,122.5,-18,50,1.29,14.4,36,77.8,53.5,15.6,48.2,51.3,89.5,37
MIA,MIA vs. DAL,12/22/17,W,48,131.4,117.4,14,54.3,2.08,21.9,11.5,89.5,57.8,14,75,75.7,86,56.2
MIA,MIA @ BOS,12/20/17,W,48,98.9,97.8,1.1,69.7,1.53,18.4,21.6,82.7,52.4,16.5,50.7,52.3,91,53.5
MIA,MIA @ ATL,12/18/17,L,48,105.1,111.1,-6.1,52.8,1,14.3,32.6,70.8,52.1,19.2,50,56.4,99,45.3
MIA,MIA vs. LAC,12/16/17,W,48,102.3,96.6,5.7,71,2.44,17.9,25,60.4,42,10.2,45.1,49.3,88,58.1
MIA,MIA @ CHA,12/15/17,W,48,106.1,101,5.1,64.1,1.39,19.1,20.5,67.3,47.3,18.4,57.1,60.8,97.5,56.4
MIA,MIA vs. POR,12/13/17,L,48,109.2,117.2,-8,55.9,1.19,15.8,33.3,78.4,54.4,18.4,56.3,57.8,87,44.7
MIA,MIA @ MEM,12/11/17,W,48,120.2,91.1,29.1,64.9,1.71,20.5,15.6,70,48.8,15.7,66.7,69.9,89.5,71.1
MIA,MIA @ BKN,12/9/17,W,48,107.4,95.7,11.7,35.7,2.5,12.5,26,78,52,6.4,51.1,52.5,93.5,57.5
MIA,MIA @ SAS,12/6/17,L,48,118,130,-12,71.8,1.47,22.2,26.5,60.5,45.5,21.3,66.7,67.9,89.5,45
MIA,MIA vs. GSW,12/3/17,L,48,102.2,133.7,-31.5,51.5,1.42,14.4,18.8,66.7,40.2,12.9,49.4,53.7,92.5,33.9
MIA,MIA vs. CHA,12/1/17,W,48,102.9,100,2.9,64.1,1.14,18,28.9,76.2,51.7,21.6,57.5,58.8,101,50.3
MIA,MIA @ NYK,11/29/17,L,48,88.7,118.6,-29.9,65.6,1.4,16,22.4,74.2,40.4,15.5,44,46.3,97,29.4
MIA,MIA @ CLE,11/28/17,L,48,98,108,-10,64.9,1.6,18.2,17.6,81.8,47.4,15.2,50,52.3,99.5,43
MIA,MIA @ CHI,11/26/17,W,48,103.1,94.9,8.2,55.9,1.46,16.2,2.4,75.9,45,13.4,54,58.7,97.5,55.8
MIA,MIA @ MIN,11/24/17,W,48,119.8,106.6,13.2,76.3,2.07,22,27.3,68.6,49.5,15.4,59.4,62.6,91,54.5
MIA,MIA vs. BOS,11/22/17,W,48,105.1,101,4,50,1.25,15.6,21.4,77.8,53.1,16.2,55.6,59.1,98,54.7
MIA,MIA vs. IND,11/19/17,L,48,101.1,129,-28,60,1.31,16.2,30.6,73.5,48.2,17,50,53.3,93.5,35.8
MIA,MIA @ WAS,11/17/17,W,48,95.8,92.6,3.2,61.8,1.4,16.4,22.2,81.1,51.4,15.8,47,50,95,53
MIA,MIA vs. WAS,11/15/17,L,48,104.5,113.3,-8.8,46.9,0.88,12.6,31.3,66,48.4,19.1,49.4,53.8,89.5,45.3
MIA,MIA @ DET,11/12/17,L,48,107.3,114.3,-7,64.1,2.78,19.2,17,71.4,43.1,9.4,50.6,53.1,97,44.9
MIA,MIA @ UTA,11/10/17,W,48,87.5,77.9,9.6,33.3,0.5,8.7,22.9,82.7,54,20.8,45.5,49.5,95.5,55.6
MIA,MIA @ PHX,11/8/17,W,48,118.9,108.5,10.4,48.8,1.4,15.3,26.8,83.3,58.9,14.2,60.5,65.4,106,60.5
MIA,MIA @ GSW,11/6/17,L,48,76.9,95.1,-18.2,63.3,0.83,14.1,25,72.7,48.6,22.1,41,44.2,103,37.6
MIA,MIA @ LAC,11/5/17,W,48,106.1,104.1,2,62.2,1.44,17.2,27.1,61.8,45.6,16.3,52.4,56.3,97.5,52.6
MIA,MIA @ DEN,11/3/17,L,48,98.9,101.1,-2.1,63.9,1,17.7,27.9,69.4,50,24.2,56.5,57.4,94.5,51.2
MIA,MIA vs. CHI,11/1/17,W,48,95.1,89.2,5.9,61.8,1.91,16.7,6,82.1,46.2,10.8,48.2,53.1,102,53.2
MIA,MIA vs. MIN,10/30/17,L,53,108.9,110.6,-1.7,34.7,0.71,11.6,37.5,76.9,58,21.4,56.5,58.7,101.89,45.8
MIA,MIA vs. BOS,10/28/17,L,48,96.8,103.2,-6.5,50,0.89,13.8,28.9,71.4,51.1,20.4,47.5,52.3,93,44.5
MIA,MIA vs. SAS,10/25/17,L,48,106.4,125.8,-19.4,51.4,2.11,16.1,11.6,71.8,40.2,9.6,51.9,56.9,93.5,41.8
MIA,MIA vs. ATL,10/23/17,W,48,102,91.2,10.8,53.8,1.11,15.3,28,79.1,51.6,18.6,54.1,56,102,54.3
MIA,MIA vs. IND,10/21/17,W,48,114.3,111.3,2.9,53.3,1.71,18.3,23.9,69,49,14.3,59.8,60.1,97.5,55.1
MIA,MIA @ ORL,10/18/17,L,48,103.8,111.5,-7.7,61.4,2.08,18.1,32.2,68.6,49.1,12.4,47.5,50.2,104.5,45
MIL,MIL @ PHI,4/11/18,L,48,88.8,121.5,-32.7,59.5,1.1,15.6,22.6,66.1,45,18.7,45,48.9,107,32.9
MIL,MIL vs. ORL,4/9/18,W,48,99,82.7,16.3,66.7,1.53,18.3,24.5,83,53.8,16.5,47.8,51.6,103.5,58.8
MIL,MIL @ NYK,4/7/18,W,48,118.6,106.3,12.3,66.7,3,21.1,32,70.4,51.9,10.3,53.8,57.2,96.5,57.1
MIL,MIL vs. BKN,4/5/18,L,48,112.1,120.2,-8.1,51.2,2.63,15.6,29.1,80.6,49.5,8.1,46.8,52.3,99,44.4
MIL,MIL vs. BOS,4/3/18,W,48,109.3,105.2,4.1,62.8,1.8,20.3,27,73.3,52.4,15.5,57.6,60.1,97,53.8
MIL,MIL @ DEN,4/1/18,L,53,114.7,116.4,-1.7,60,3,18,25,65.5,45,8.3,51,55.9,99.17,46.7
MIL,MIL @ LAL,3/30/18,W,53,111.7,110.9,0.8,53.3,1.85,16.4,20.8,68.6,44.2,11.7,53.7,58.3,100.08,48.4
MIL,MIL @ GSW,3/29/18,W,48,116,108.1,7.9,62.5,1.88,21.6,23.1,94.1,56.2,16,61.5,63.5,99.5,54.1
MIL,MIL @ LAC,3/27/18,L,48,101,106.1,-5,63.2,1.41,18,25.5,72,49.5,17.5,49.4,52.6,98,53.8
MIL,MIL vs. SAS,3/25/18,W,48,115.2,112,3.3,64.3,2.7,20.8,25,57.7,42,10.9,54.1,56.4,92,54
MIL,MIL @ CHI,3/23/18,W,48,129.7,114.1,15.5,62.8,5.4,21.1,21.7,56.6,40.4,5.5,58,61.9,91.5,58.6
MIL,MIL vs. LAC,3/21/18,L,48,116.5,122.1,-5.6,66,2.2,22.4,27.9,57.8,43.2,14.6,59.3,60.9,103.5,48.5
MIL,MIL @ CLE,3/19/18,L,48,120.6,125.3,-4.6,57.8,1.73,19.1,31.8,60,46.1,15.5,55.7,60.4,98,48.3
MIL,MIL vs. ATL,3/17/18,W,48,114,109.3,4.7,75.6,2.58,21.1,19.6,76.1,47.8,11.2,54.1,61,107,56
MIL,MIL @ ORL,3/14/18,L,48,114.7,124.8,-10,57.1,2.55,19.7,27.5,66.7,45.8,10.8,55.1,56.6,101.5,46.3
MIL,MIL @ MEM,3/12/18,W,48,126,106.2,19.9,70.2,1.74,23.2,35.1,76.9,59.6,19.8,65.4,66.7,96.5,61.5
MIL,MIL vs. NYK,3/9/18,W,48,118.8,109.8,9,70.7,1.71,21,21.6,75,52.8,16.8,61.6,66.5,101.5,59
MIL,MIL vs. HOU,3/7/18,L,48,103.1,113.4,-10.3,55.3,1.5,16.5,20.8,70.8,45.8,14.6,51.2,54.2,96.5,45.4
MIL,MIL @ IND,3/5/18,L,48,95.7,98.9,-3.2,44.1,0.83,12.9,25.6,73.3,50,19.4,49.3,53.6,93,47.7
MIL,MIL vs. PHI,3/4/18,W,48,118,112.2,5.8,57.4,1.8,18.4,40,75,53.7,15,54.7,56.4,99,52.3
MIL,MIL vs. IND,3/2/18,L,48,99,106.2,-7.2,48.4,1,11.7,29.6,67.3,47.6,15.5,43.8,50.5,97,43.8
MIL,MIL @ DET,2/28/18,L,48,94.6,120.9,-26.3,57.1,1.23,13.8,17.4,52.6,36.9,14.1,43.8,51,91.5,37.2
MIL,MIL vs. WAS,2/27/18,L,48,105.1,109.2,-4.1,57.1,1.18,15.5,26.2,72.9,51.1,17.2,51.9,58.2,98.5,48.4
MIL,MIL vs. NOP,2/25/18,L,53,105.2,107,-1.7,47.7,1.5,14.5,20.4,67.9,44.5,12.2,49.5,55.6,104.15,51
MIL,MIL @ TOR,2/23/18,W,53,116.2,110.2,6,48.8,1,14.7,34.7,83.3,58.8,20,55,59.9,96.45,48.4
MIL,MIL vs. DEN,2/15/18,L,48,119.4,131.4,-12,55.1,1.69,18.8,34.8,74.4,52.9,15.5,58.2,60.5,102.5,46.1
MIL,MIL vs. ATL,2/13/18,W,48,106.6,101.1,5.5,60.5,2.3,17.6,31.5,66.7,49.5,11,47.7,50.8,91,53.3
MIL,MIL @ ORL,2/10/18,W,48,116.8,108.3,8.5,65.1,2.33,21.2,21.4,70.8,47.8,12.6,57.9,61.1,95.5,54.4
MIL,MIL @ MIA,2/9/18,L,48,86.7,93.8,-7.1,56.3,1,14.9,11.1,69.6,43.6,18.4,46.1,50.9,97.5,50.2
MIL,MIL @ NYK,2/6/18,W,48,104,89.9,14.1,62.2,1.53,17.2,24,66.7,46.2,15.2,50,54.9,99,60.6
MIL,MIL @ BKN,2/4/18,W,48,121.1,102.2,18.9,45.2,1.36,15.3,35.7,71.4,56.1,15.6,56.8,60.4,91,60.4
MIL,MIL vs. NYK,2/2/18,W,48,96.8,93.8,3.1,54.5,1.64,15.4,11.1,58.9,37.6,11.6,48,52.6,95.5,50.7
MIL,MIL @ MIN,2/1/18,L,48,95.7,113.7,-18,59.4,1.27,14.6,34.5,78.9,52.7,16.1,41.2,46.4,94,32.3
MIL,MIL vs. PHI,1/29/18,W,48,112.6,102.2,10.5,68.4,2.89,20.2,21.4,72.3,48.3,9.5,54.4,59.7,94,56.8
MIL,MIL @ CHI,1/28/18,W,48,113.4,98,15.4,68.3,1.87,21.2,17.1,71.2,47.3,15.5,61.7,62.5,97.5,59.3
MIL,MIL vs. BKN,1/26/18,W,48,119.6,93.8,25.8,65.1,2.8,21.4,14.3,74.1,49,10.3,59,63.2,97,67.4
MIL,MIL vs. PHX,1/22/18,W,48,112.4,108.2,4.1,52.6,1.11,15.7,27,65,46.8,18.6,57,62.4,97,50.8
MIL,MIL @ PHI,1/20/18,L,48,94,118.4,-24.4,60.6,1.11,15.2,25.5,69,45.2,18,46.3,51.3,99,35.4
MIL,MIL vs. MIA,1/17/18,L,48,106.3,112.8,-6.5,69.7,2.3,18.3,17.4,70.8,44.7,10.5,50.7,56.1,94.5,47.9
MIL,MIL @ WAS,1/15/18,W,48,104,95,9,55.3,1.11,15.3,34,68.1,51.1,19,51.9,55.5,100,55.7
MIL,MIL @ MIA,1/14/18,L,48,82.3,100,-17.7,36,0.6,7.9,17.9,88.1,48,15.6,34.2,43.5,96.5,27.5
MIL,MIL vs. GSW,1/12/18,L,48,104.4,120,-15.6,58.3,1.75,17.1,28,73,47.1,13.3,48.8,52.1,90,38
MIL,MIL vs. ORL,1/10/18,W,48,113.4,106.2,7.2,44.4,1.18,15.6,31.7,76.5,56.5,17.5,57.3,59.1,97,53.3
MIL,MIL @ IND,1/8/18,L,48,96,110.1,-14.1,52.9,1,14.4,19,78.9,47.5,18,50.7,55.9,99.5,39.8
MIL,MIL @ WAS,1/6/18,W,48,110,103,7,51.3,1.25,15.2,27.9,82.2,55.7,16,53.1,59,100,53.3
MIL,MIL vs. TOR,1/5/18,L,48,113.4,131.6,-18.2,63.4,2.36,20.2,18.4,68.3,44.3,11.3,57.8,61.3,97.5,41.4
MIL,MIL vs. IND,1/3/18,W,48,125.8,104.1,21.6,75,2.06,23.9,31.3,69.8,53.3,16.5,64.7,69.9,97,61.3
MIL,MIL @ TOR,1/1/18,L,53,114.4,120.2,-5.8,61.4,1.8,18.1,30.6,75.5,53.1,13.5,54.3,60.3,99.62,48.6
MIL,MIL @ OKC,12/29/17,W,48,109,106.7,2.2,65,2.89,20.5,26,67.3,46.5,10.1,52.4,52.4,89,54.1
MIL,MIL vs. MIN,12/28/17,W,48,112.1,104.3,7.7,56.1,1.28,18.9,22.9,73.8,50.6,19.8,58,62.2,91.5,54.8
MIL,MIL vs. CHI,12/26/17,L,48,101.9,110.6,-8.7,59,1.15,16.7,23.9,68.9,49.5,19.2,53,56.6,104,45.6
MIL,MIL @ CHA,12/23/17,L,48,110.4,116.8,-6.4,59.5,2.78,18.9,23.9,67.4,44.9,9.4,52.9,56.1,95.5,46
MIL,MIL vs. CHA,12/22/17,W,48,116,110.6,5.3,65.9,3.38,20.5,23.9,74.5,50.5,8.5,51.7,56.1,94,54.8
MIL,MIL vs. CLE,12/19/17,W,48,124,122.1,1.9,62.8,1.93,20,27.3,76.2,51.2,14.6,59.1,63.4,95.5,52.5
MIL,MIL @ HOU,12/16/17,L,48,107.8,111.7,-3.9,44.7,1.21,13.2,21.3,82.6,51.6,13.6,51.2,57.5,103,47.8
MIL,MIL vs. CHI,12/15/17,L,48,113.5,118.6,-5,60,2.18,18.3,23.4,67.3,46.5,11.5,53.6,56.9,96.5,49.2
MIL,MIL @ NOP,12/13/17,L,48,111.3,119.8,-8.5,52.3,2.3,16.8,35.2,66.7,47.8,10.3,50.5,52.2,96.5,44.6
MIL,MIL vs. UTA,12/9/17,W,48,120.6,104.2,16.5,50,2,17.3,23.1,71.4,50,11.3,58.6,63.3,96.5,61.6
MIL,MIL vs. DAL,12/8/17,W,48,116,106.3,9.7,55.6,2,16.1,21.7,81,50,10.6,50.6,58,95,53.8
MIL,MIL vs. DET,12/6/17,W,48,114.3,108.7,5.6,56.4,1.83,17.5,28.3,63.6,47.5,13.2,54.4,57.5,91.5,55.8
MIL,MIL @ BOS,12/4/17,L,48,107.5,119.4,-11.8,48.6,1.7,14.5,15.2,72.2,40.2,10.8,50.6,56.5,93,41.4
MIL,MIL vs. SAC,12/2/17,W,48,116,109.5,6.5,58.8,1.33,16.1,30,70.7,50.6,16,53.6,62.3,94.5,56.7
MIL,MIL @ POR,11/30/17,W,48,106.2,93.8,12.4,45.2,2.11,15.4,14.9,71.4,43.8,9.3,51.7,55,97,54.6
MIL,MIL @ SAC,11/28/17,W,48,115.5,89.7,25.8,64.3,2.25,21.4,5.9,74,46.4,12.4,65.5,66.2,97,70.3
MIL,MIL @ UTA,11/25/17,L,48,116.1,131.5,-15.4,46.3,1.12,15.4,33.3,80.5,57.5,18.3,58.4,62,92.5,44.1
MIL,MIL @ PHX,11/22/17,W,53,100,94.7,5.3,45.2,1.27,12.9,26.3,54.2,40.5,13.3,47.4,51.1,102.34,54.3
MIL,MIL vs. WAS,11/20/17,L,48,97.8,110,-12.2,48.6,1.7,14.8,16.7,71.1,40.7,11.1,46.8,50.4,90,43.3
MIL,MIL @ DAL,11/18/17,L,48,84,115.6,-31.6,46.4,1.08,11.3,14.8,72.1,40.2,12.8,41.9,45.1,95,27.4
MIL,MIL vs. DET,11/15/17,W,48,110,105.6,4.4,63.2,1.6,18.8,33.3,58.6,48,16.7,53.8,57,90,59.8
MIL,MIL vs. MEM,11/13/17,W,48,119.6,113.2,6.4,57.5,2.09,18,31.8,74.4,51.8,12,56.1,59.1,91.5,53.7
MIL,MIL vs. LAL,11/11/17,W,48,97,89.1,7.9,45.7,1,12.4,22.2,70,45.2,15.8,44.7,50.8,101,51.5
MIL,MIL @ SAS,11/10/17,W,48,96.9,91.6,5.3,65.9,1.93,19.4,32.7,80.9,55.6,14.4,48.9,49.4,96,54.2
MIL,MIL @ CLE,11/7/17,L,48,120.2,126.5,-6.3,61.7,1.81,21,25.6,64.4,46.4,16.2,64.5,66.1,98.5,48.6
MIL,MIL @ DET,11/3/17,L,48,103.2,112.9,-9.7,69.2,1.93,20.9,22.7,70.5,46.6,15.1,53,55.2,93,44.3
MIL,MIL @ CHA,11/1/17,L,48,123.5,128.6,-5.1,64.4,2.07,20.7,27.7,75,50.5,14.3,59.9,62,98,46.8
MIL,MIL vs. OKC,10/31/17,L,48,95.8,115.8,-20,75,1.6,19,16.7,68.3,40.4,15.8,47.4,52.5,95,39.8
MIL,MIL @ ATL,10/29/17,W,48,113.6,103.9,9.7,68.2,2.14,21.7,12.5,88.9,52.9,13.6,62.3,64.8,102.5,56.2
MIL,MIL vs. BOS,10/26/17,L,48,91.8,97,-5.2,62.9,1.29,17.7,11.1,80.4,46.2,17.5,52.6,53.5,98,43.6
MIL,MIL vs. CHA,10/23/17,W,48,105.1,95.9,9.2,60,1.85,18.6,15.2,73.6,46.5,13.3,52.4,56,98,58.1
MIL,MIL vs. POR,10/21/17,W,48,115.3,111.1,4.2,52.4,1.57,16.9,24.4,60.4,43.8,14.3,56.9,60.6,98.5,52.4
