TEAM,MATCH UP,GAME DATE,W/L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
DEN,DEN @ GSW,1/8/18,L,48,117.5,127.8,-10.3,63.8,2.73,20.7,35.3,65,48.4,11.3,53.7,55.9,97,44.6
DEN,DEN @ SAC,1/6/18,L,48,97,105,-7.9,57.1,0.77,15,26.7,79.2,55.1,25.7,54.6,57.5,101,44.9
DEN,DEN vs. UTA,1/5/18,W,48,103.1,94.8,8.3,63.2,2.4,19.2,9.8,78.7,42.9,10.4,52.3,53.5,96,49.7
DEN,DEN vs. PHX,1/3/18,W,48,128.8,106.7,22.1,68.6,1.75,23.6,27.3,73.2,56.2,19.2,69.5,73.1,104,64.4
DEN,DEN vs. PHI,12/30/17,L,48,100,107,-7,51.4,1.38,13.5,25.9,79.6,50.5,12.7,44.3,50,101,48
DEN,DEN @ MIN,12/27/17,L,53,125,126.7,-1.7,61.9,2.89,18.6,29.4,77.1,52.5,9,54.4,59.7,91.02,48.4
DEN,DEN vs. UTA,12/26/17,W,48,123,93.3,29.7,59,2.3,18.9,27.3,72.9,53.4,11.5,54.9,59,88,65.5
DEN,DEN @ GSW,12/23/17,W,48,102.1,87.1,15,65.8,1.32,18.7,33.3,69.1,53,20.2,50.6,54.2,93.5,57.5
DEN,DEN @ POR,12/22/17,W,48,117.2,100,17.2,45.2,1.36,15.2,43.5,72.5,58.8,16.1,53.5,55.7,86,64.7
DEN,DEN vs. MIN,12/20/17,L,48,108.3,116.7,-8.3,75,1.23,20.3,25.6,77.3,53,22.9,59,63,96,46.3
DEN,DEN @ OKC,12/18/17,L,48,102.2,104.4,-2.2,56.8,1.75,16.8,27.5,82.6,53.6,13,50,51.5,91.5,48.8
DEN,DEN vs. NOP,12/15/17,W,53,107.3,100.9,6.4,65.2,2,19.5,26.8,79.6,51.4,13.8,54,55.1,99.17,52.6
DEN,DEN @ BOS,12/13/17,L,48,119.2,125.3,-6.1,48.9,1.38,15.6,42,82.9,58.8,16.2,54.4,57.6,99,44.5
DEN,DEN @ DET,12/12/17,W,48,105.1,85.7,19.4,67.5,1.59,20.5,17.9,73.1,49.5,17.3,57,60.5,98,67.4
DEN,DEN @ IND,12/10/17,L,53,111.5,122.3,-10.8,55.8,1.09,16,44.4,71.7,57,21.2,54.2,56.8,93.74,43.8
DEN,DEN @ ORL,12/8/17,W,48,107.3,92.7,14.6,50,1.62,16.5,23.3,73.1,50.5,13.5,52.9,56,96,59.8
DEN,DEN @ NOP,12/6/17,L,48,116.3,124.2,-7.9,53.7,2.44,16.3,26.8,71.1,46.5,9.2,52.1,55,98.5,43.3
DEN,DEN @ DAL,12/4/17,L,48,109.4,127.1,-17.7,65.8,3.57,18.2,29.8,85.4,53.1,7.3,49.5,51.9,96,41.9
DEN,DEN vs. LAL,12/2/17,W,48,113.9,99,14.9,65,2.17,18.6,26,60.8,43.6,11.9,52.9,57.9,101,59.1
DEN,DEN vs. CHI,11/30/17,W,48,115.6,113.4,2.2,57.9,1.83,16.8,30,81,53.3,12.5,53,57.4,96.5,50.7
DEN,DEN @ UTA,11/28/17,L,48,85.6,115.2,-29.7,46.4,0.72,11.1,26.9,73.3,48.5,20,40.4,45.3,91,33.4
DEN,DEN vs. MEM,11/24/17,W,48,108.3,95.8,12.5,60,1.2,17.4,41.9,90,65.1,20.8,56.3,57.5,96,56.5
DEN,DEN @ HOU,11/22/17,L,48,93.1,123.8,-30.6,54.3,0.9,13.8,31.6,77.5,50.5,20.6,46,48.9,101.5,34.5
DEN,DEN @ SAC,11/20/17,W,48,117.5,102.1,15.4,42.9,1.29,13.8,34.8,80.4,57.6,14.4,57.6,60.1,96.5,55.8
DEN,DEN @ LAL,11/19/17,L,48,106.9,124.5,-17.6,50,0.9,12.9,37.7,62.7,50,19.6,50.6,54.8,102,41
DEN,DEN vs. NOP,11/17/17,W,48,146,114,32,66.1,2.47,24.3,40.5,78.3,61.4,15,73,74.3,100,63.5
DEN,DEN @ POR,11/13/17,L,48,85.4,103.1,-17.7,43.3,0.65,10.4,32.7,72.2,48.4,20.8,41.1,45.3,96,30.1
DEN,DEN vs. ORL,11/11/17,W,48,126.3,107,19.3,63,2.23,20.4,33.3,79.6,57.4,13.1,59.8,63.2,99.5,59.7
DEN,DEN vs. OKC,11/9/17,W,48,109.7,100,9.7,71.1,1.42,19.4,40.4,60,51,20.4,51.8,55.6,93.5,59.8
DEN,DEN vs. BKN,11/7/17,W,48,100,93.7,6.3,59.1,1.37,17.4,20.8,75.5,48.1,17,52.2,55,111.5,55.2
DEN,DEN vs. GSW,11/4/17,L,48,101.9,119.8,-17.9,65,1.44,18.1,26.5,83,54.2,17,49.4,54.6,106,43.3
DEN,DEN vs. MIA,11/3/17,W,48,101.1,98.9,2.1,47.2,1,13.6,30.6,72.1,50,18.1,50.6,52.2,94.5,48.8
DEN,DEN vs. TOR,11/1/17,W,48,127.7,109.9,17.8,74.5,2.92,23.3,31.1,78.7,55.4,11.9,62.5,64,101,61.3
DEN,DEN @ NYK,10/30/17,L,48,110,116,-6,57.1,1.54,14.8,27.3,57.1,40.2,13,51.8,55.8,100,43.2
DEN,DEN @ BKN,10/29/17,W,48,118.1,105.7,12.4,48.9,3.83,17.3,10.4,66.7,42.3,5.7,55.9,59.8,105,58
DEN,DEN @ ATL,10/27/17,W,48,107.1,105.3,1.9,59.5,2.08,17.5,39.6,75,57.1,12.2,48.4,51.9,96.5,54.6
DEN,DEN @ CHA,10/25/17,L,48,94.9,110,-15.1,47.4,1.29,13,33.3,75.6,50.5,14.3,42,43.6,99,34.9
DEN,DEN vs. WAS,10/23/17,L,48,102,106.9,-4.9,69.2,1.17,19,29.5,77.1,54.3,22.5,53.8,57.7,102,48
DEN,DEN vs. SAC,10/21/17,W,48,103.2,84.9,18.3,67.6,1.56,18.2,39.2,75,57.9,17.2,49.4,51.2,93,67.7
DEN,DEN @ UTA,10/18/17,L,48,99,109.3,-10.3,58.3,1,16.8,22,80,50.6,21.6,55.2,58.3,97,42.1
DET,DET @ CHI,4/11/18,W,48,122.7,89.7,33,57.4,2.25,20.3,23.8,69,50,12.4,61.2,63.7,97,69.5
DET,DET vs. TOR,4/9/18,L,48,108.9,118.7,-9.8,62.9,3.67,18.6,12.8,73.2,40.9,6.7,50.6,55.1,90.5,44.4
DET,DET @ MEM,4/8/18,L,48,120.6,131.3,-10.7,78.9,2.31,20.5,33.3,70,48.5,13.4,53.2,56.7,98,40.1
DET,DET vs. DAL,4/6/18,W,53,108.7,103.9,4.7,52.2,2.18,17.4,22,80,52.4,10.6,56.5,56.8,93.28,53.4
DET,DET vs. PHI,4/4/18,L,48,106.9,112.7,-5.8,76.9,1.67,20.5,27.8,74.5,49.5,17.8,53.4,55,101.5,42
DET,DET @ BKN,4/1/18,W,48,111.3,98,13.4,44.7,1.55,13.5,24,83.3,54.8,11.3,49.4,55.1,97.5,58.1
DET,DET @ NYK,3/31/18,W,48,119.8,113.5,6.3,54.5,2.67,18.3,25,69.4,48.4,9.4,57.6,60.7,96,54.5
DET,DET vs. WAS,3/29/18,W,48,105.1,93.9,11.2,63.4,1.44,18.7,31.3,73.1,53,18.4,52.4,55.5,98,55.2
DET,DET vs. LAL,3/26/18,W,48,110.9,105,5.9,47.7,3,15.3,25.9,87.2,53.3,6.9,50.5,52.5,101,46
DET,DET vs. CHI,3/24/18,W,48,120.6,99,21.7,76.7,2.36,22.9,31.8,66.1,51.5,14.4,58.6,61.6,96.5,63.3
DET,DET @ HOU,3/22/18,L,53,91.4,95.2,-3.8,55,1.29,15.4,27.6,72.5,52,16.2,45.3,46.4,95.09,56.3
DET,DET @ PHX,3/20/18,W,48,113.9,88.9,25,51.2,2.75,16.1,25.5,67.8,47.4,7.9,52.1,55.3,100,66.7
DET,DET @ SAC,3/19/18,W,48,112.8,95.7,17,45.9,1.7,14.3,18.6,76.5,50,10.6,55.7,59.8,94,60.3
DET,DET @ POR,3/17/18,L,48,94.6,108.7,-14.1,54.8,1.42,14.3,19.2,72,45.1,13,45,49,92,40.4
DET,DET @ DEN,3/15/18,L,48,110.8,117.6,-6.9,68.2,2.73,20.8,23.5,72.7,46.3,10.8,55.4,56.8,102,47
DET,DET @ UTA,3/13/18,L,48,81.4,113.4,-32,46.7,0.78,11.4,22.6,64.1,40.2,18.6,40.6,44.7,97,27.5
DET,DET vs. CHI,3/9/18,W,48,104.2,88.3,15.9,57.9,1.38,17.1,26.7,68.9,50.9,16.8,52.5,55.7,94.5,65
DET,DET vs. TOR,3/7/18,L,53,113.3,116.3,-3,61.4,1.69,19,26,75.9,52.8,15.2,56.1,59.4,94.64,47.4
DET,DET @ CLE,3/5/18,L,48,92.8,115.5,-22.7,50,1.42,13.8,19.6,70.2,42.7,12.4,46,48.1,97,34.9
DET,DET @ MIA,3/3/18,L,48,101.1,110.5,-9.5,48.6,0.95,13.2,41.8,65.3,52.9,20,45.5,48.9,95,41.3
DET,DET @ ORL,3/2/18,L,53,101.9,111.7,-9.7,55,1.57,15.7,26.8,79.5,50,13.5,50,51.7,93.74,42.1
DET,DET vs. MIL,2/28/18,W,48,120.9,94.6,26.3,61.9,2.36,18.1,47.4,82.6,63.1,12.1,48.9,52.5,91.5,62.8
DET,DET @ TOR,2/26/18,L,48,94,120.6,-26.6,55.6,1.54,14.6,28.3,74.4,46.5,13,42,45.7,101,31.9
DET,DET @ CHA,2/25/18,L,48,99,112.9,-13.9,54.8,1.35,17.6,19.6,66.7,44.3,17.2,51.8,53.8,100,43.1
DET,DET vs. BOS,2/23/18,L,48,103.2,114.6,-11.4,43.2,1.23,12.8,27.5,76.6,51,13.7,49.4,52,95.5,41.4
DET,DET vs. ATL,2/14/18,W,48,104,97,7,74.3,1.63,19,24.5,80.4,53,16,50,55.3,100.5,51.3
DET,DET vs. NOP,2/12/18,L,48,98.1,111.3,-13.2,51.4,1.29,12.8,27.7,75,49.6,13.3,41.6,47.2,105.5,39.3
DET,DET @ ATL,2/11/18,L,48,117.3,119.2,-1.8,78.9,2,20.8,32,76.2,52.2,15.3,53.6,59,98.5,46.6
DET,DET vs. LAC,2/9/18,L,48,101.1,113.7,-12.6,61.1,2.44,17.5,18.5,70,43.3,9.6,46.6,49.7,94.5,41.6
DET,DET vs. BKN,2/7/18,W,48,111.7,103.9,7.7,45.5,2.86,15.2,17.6,76.9,47.6,6.8,52.7,55.8,102.5,53.4
DET,DET vs. POR,2/5/18,W,48,115.6,94.8,20.8,81.8,2.57,25.2,28.9,72.4,53.4,14.6,58.5,59.5,96,63
DET,DET vs. MIA,2/3/18,W,48,116.8,112.6,4.2,52.3,1.28,17.4,36.6,79.2,59.6,18.9,57.7,60.7,95,51.5
DET,DET vs. MEM,2/1/18,W,48,107.2,104.1,3.1,57.1,2.22,16.3,13,69.6,44.1,9.3,50.7,56.4,97.5,53.9
DET,DET vs. CLE,1/30/18,W,48,120.2,108.6,11.6,61.2,2.73,20.5,25,79.6,52.6,10.6,57.5,59.3,104.5,57.2
DET,DET @ CLE,1/28/18,L,48,104,121,-17,77.5,5.17,22.3,16.1,88.1,46.9,6,49.5,51.6,100,43.2
DET,DET vs. OKC,1/27/18,L,48,113.7,126,-12.4,61.5,1.41,17.6,36.2,62.7,50,17.9,53.6,57.1,95.5,44.7
DET,DET vs. UTA,1/24/18,L,53,88.8,92.5,-3.7,60.5,1.15,15.6,31.7,76.7,53.7,18.7,42.8,45.3,96.45,48.5
DET,DET vs. BKN,1/21/18,L,48,104.2,107.4,-3.3,55.3,3,16.4,22.6,80.9,50,7.3,47.2,51.3,95,49.6
DET,DET vs. WAS,1/19/18,L,48,116.7,127.1,-10.4,62.5,1.79,18.9,28.6,69,48.8,14.6,56.3,61.2,96,46
DET,DET @ TOR,1/17/18,L,48,95.8,100,-4.2,59.5,1.47,16.7,29.1,68.6,48.1,15.8,47.7,48.1,95.5,47.7
DET,DET vs. CHA,1/15/18,L,48,103.9,114.6,-10.7,64.3,1.69,20,10.9,77.1,44.7,15.5,57.6,58.9,103,45.2
DET,DET @ CHI,1/13/18,L,48,109.4,111.5,-2.1,68.3,2,20,32.7,73.3,51.5,14.6,51.1,53.5,96,48.4
DET,DET @ BKN,1/10/18,W,48,115.2,80.8,34.3,50,1.85,17.5,29.2,93.8,61.5,13.1,57,58,99,65
DET,DET @ NOP,1/8/18,L,48,109,112,-3,53.7,1.83,15.9,30.2,73.7,48.4,12,48.4,53.1,100,43.2
DET,DET vs. HOU,1/6/18,W,48,114.9,107.4,7.4,55.3,1.62,17.1,23.1,67.3,48.4,13.8,58.7,62.2,94,53.9
DET,DET @ PHI,1/5/18,L,48,83,120,-37,66.7,1.67,16.5,13.5,67.4,38.8,12.8,42.9,45.2,94.5,32.5
DET,DET @ MIA,1/3/18,L,48,109.5,116.8,-7.4,51.2,2.33,16.9,19.6,78,47.1,9.5,52.9,55.9,95,44.7
DET,DET vs. SAS,12/30/17,W,48,98.9,84,14.9,61.1,2,17.7,17,77.4,49,11.7,49.4,52.8,94,59.1
DET,DET @ ORL,12/28/17,L,48,89.9,103,-13.1,57.1,1.25,15.3,23.6,73.3,46,16.2,45.4,47.8,99,39.3
DET,DET vs. IND,12/26/17,W,48,123,95.4,27.6,63.4,2,20,39.5,78.7,60,14.9,57.3,60.1,87,66.1
DET,DET vs. NYK,12/22/17,W,48,110.6,105.2,5.4,50,1.58,14.6,30.9,58.5,44.4,12.8,48.9,52.5,95,49.9
DET,DET @ DAL,12/20/17,L,48,98.9,118.3,-19.3,57.6,1.46,15.7,17.8,89.2,50,13.8,47.4,53.6,93.5,40.5
DET,DET vs. ORL,12/17/17,W,48,115.2,111.1,4,64.3,2.08,19.4,27.7,73.9,50.5,13.1,56.7,59.4,99,52.7
DET,DET @ IND,12/15/17,W,48,109.5,105.4,4.1,56.4,2.44,16.3,33.3,63.6,48.2,9.5,48.9,51.8,94,51.2
DET,DET @ ATL,12/14/17,W,48,112.9,97.8,15.1,63.4,1.73,18.8,42,79.5,59.6,16.1,52.8,55.1,93,53.2
DET,DET vs. DEN,12/12/17,L,48,85.7,105.1,-19.4,60.7,0.81,13.2,26.9,82.1,50.5,21.4,41.1,47.4,98,32.6
DET,DET vs. BOS,12/10/17,L,48,90,100,-10,50,1.4,12,25.9,74.5,47.6,11.1,39.3,43.9,90.5,43.3
DET,DET vs. GSW,12/8/17,L,48,98,102,-4,52.6,1.54,14.6,29.3,86.4,53.9,13,47.8,48.8,100,41.6
DET,DET @ MIL,12/6/17,L,48,108.7,114.3,-5.6,55.6,1.67,15.4,36.4,71.7,52.5,13,47.1,50.6,91.5,44.2
DET,DET @ SAS,12/4/17,L,48,97.9,99,-1.1,42.9,1.5,12.4,20.4,76.6,46.5,10.5,45.9,48.7,96,40.8
DET,DET @ PHI,12/2/17,L,48,103,108,-5,58.8,1.05,15,28.3,59.6,44.9,19,49.4,55.9,100,44.5
DET,DET @ WAS,12/1/17,L,48,98.9,117.2,-18.3,57.1,1.33,16.5,19.6,64.6,42.6,16.3,50,52.1,92.5,36
DET,DET vs. PHX,11/29/17,W,48,121.3,97.3,24,60.8,1.63,21.1,22,79.6,53.3,17.6,64.6,66.7,109,61.7
DET,DET @ BOS,11/27/17,W,48,122.9,112.5,10.4,59.1,3.25,19.8,21.4,80.5,50.6,8.3,58.2,62,96,57.5
DET,DET @ OKC,11/24/17,W,48,101,101,0,56.4,1.1,16.8,23.4,64.9,46.2,20.4,54.8,56.3,97.5,48.6
DET,DET vs. CLE,11/20/17,L,48,96.7,128.9,-32.2,67.6,1.64,18.9,19.6,76.3,45.2,15.4,52.6,53.2,90.5,35.3
DET,DET @ MIN,11/19/17,W,48,103.1,99,4.1,64.1,1.32,18.4,29.2,73.2,49.4,19.6,51.8,54.5,97.5,48.3
DET,DET @ IND,11/17/17,L,48,106.4,113.8,-7.4,51.3,1.82,15.5,27.8,68.6,47.6,11.7,49.5,51.3,94,44.6
DET,DET @ MIL,11/15/17,L,48,105.6,110,-4.4,76.7,1.28,16.9,41.4,66.7,52,20,44.1,49.9,90,40.2
DET,DET vs. MIA,11/12/17,W,48,114.3,107.3,7,57.1,1.85,17.8,28.6,83,56.9,13.3,56.3,58.5,97,55.1
DET,DET vs. ATL,11/10/17,W,48,112.1,103,9.2,59,1.35,16.1,38.2,72.3,53.9,17.2,50.6,55,100,48.1
DET,DET vs. IND,11/8/17,W,48,112.9,97,15.9,58.1,1.39,18.4,28.3,81.1,56.6,17.8,59,60.6,100.5,59.2
DET,DET vs. SAC,11/4/17,W,48,113.7,105.3,8.4,70,2,20.9,28.6,84.2,55,14.7,58.9,60.9,94.5,55.7
DET,DET vs. MIL,11/3/17,W,48,112.9,103.2,9.7,56.8,1.5,16.5,29.5,77.3,53.4,15.1,52.6,58.1,93,55.7
DET,DET @ LAL,10/31/17,L,48,94.9,115.3,-20.4,51.2,1.75,16.3,20.4,70.8,44.1,12.2,48.9,48.8,98,40
DET,DET @ GSW,10/29/17,W,48,119.8,113.8,6,51.2,1.57,16.1,40,64.7,50,14.6,52.7,57.2,95,51.2
DET,DET @ LAC,10/28/17,W,48,97.9,90.6,7.3,44.4,1.23,12.3,30.9,69,50.4,13.4,46,48.8,96.5,56.4
DET,DET vs. MIN,10/25/17,W,48,120.8,101,19.8,66.7,2.29,21.9,30.4,77.1,54.3,13.9,60.3,61.3,100.5,60.6
DET,DET vs. PHI,10/23/17,L,48,86.9,99,-12.1,42.4,1,11.3,23.6,73.8,45.4,14.1,42.4,46.1,98.5,35.8
DET,DET @ NYK,10/21/17,W,48,118.1,112.6,5.5,47.7,1.62,15.9,36.2,63,49.5,13.8,53.3,56.9,94.5,51.6
DET,DET @ WAS,10/20/17,L,48,107.8,111.7,-3.9,44.2,1,14.1,27.1,78.4,49.4,18.4,55.2,57.9,103,38.4
DET,DET vs. CHA,10/18/17,W,48,103,90.9,12.1,58.5,2.67,18,19.6,84.8,49,9.1,47.4,50.4,99,56.6
GSW,GSW @ UTA,4/10/18,L,48,79.8,119,-39.2,46.7,0.88,11.3,19,66.7,39.8,16.2,37.8,42.5,99.5,26
GSW,GSW @ PHX,4/8/18,W,48,114.7,98,16.7,57.4,2.45,20,15.2,76.4,48.5,10.8,59.4,60.6,102,60.2
GSW,GSW vs. NOP,4/7/18,L,48,117.6,122.3,-4.7,63.3,1.82,21.7,23.3,87.8,54.8,16.7,62.8,63.3,102.5,42.4
GSW,GSW @ IND,4/5/18,L,48,109.3,128.6,-19.3,78.4,1.81,20.9,27.7,63.6,45.1,16.5,50,56.6,97.5,43.8
GSW,GSW @ OKC,4/3/18,W,48,107.8,104.9,2.9,65.9,2.08,19.9,16.3,58.1,41,12.6,54.2,59.3,102.5,58.5
GSW,GSW vs. PHX,4/1/18,W,48,114.7,105.9,8.8,64.6,2.07,22,19,78.4,51.6,14.7,61.2,62.9,101.5,56.3
GSW,GSW @ SAC,3/31/18,W,48,115.5,98,17.5,68.3,2.55,20.9,21.3,71.2,47.5,11.3,54.8,58.7,97.5,58.7
GSW,GSW vs. MIL,3/29/18,L,48,108.1,116,-7.9,63.4,1.37,20.5,5.9,76.9,43.8,19.2,61.3,65.6,99.5,45.9
GSW,GSW vs. IND,3/27/18,L,48,90,102.2,-12.2,60,1.24,16.2,35.8,77.8,55.1,18.9,43.6,45,90,42.8
GSW,GSW vs. UTA,3/25/18,L,48,98.9,118.3,-19.4,63.2,2.18,18.3,27.8,63.8,44.6,12,45.1,47.7,92.5,41.4
GSW,GSW vs. ATL,3/23/18,W,48,111.6,97.9,13.7,66.7,4,21.1,19.2,76.5,47.6,7.4,51.6,54.2,95.5,56.7
GSW,GSW @ SAS,3/19/18,L,48,80.6,95.7,-15.1,56.7,1.13,14.8,11.1,71.2,43.3,16.1,42.6,46.3,93,42.4
GSW,GSW @ PHX,3/17/18,W,48,119.2,105.8,13.4,58,2.07,20.1,25.5,78,52.6,13.5,59.5,61.3,103.5,57.6
GSW,GSW vs. SAC,3/16/18,L,48,102.2,107.7,-5.5,61.8,1.75,16.9,24.5,66,45.5,13.2,49.4,52.3,91,45.7
GSW,GSW vs. LAL,3/14/18,W,48,113.6,103.9,9.7,56.8,1.19,17.9,30,82.4,59.3,20.4,58,62.7,102.5,55.8
GSW,GSW @ MIN,3/11/18,L,48,103,110.1,-7.1,59.5,1.69,15.8,30.4,72.2,50.9,13,46.2,51.4,99.5,46.6
GSW,GSW @ POR,3/9/18,L,48,113.7,131.6,-17.9,52.6,1.67,16.1,23.3,61.7,43.3,12.6,56.4,61,95,44.4
GSW,GSW vs. SAS,3/8/18,W,48,108.9,107,1.9,73.2,3,20.3,30.4,71.7,50.5,9.9,47.4,52.3,100.5,53
GSW,GSW vs. BKN,3/6/18,W,48,116.3,101,15.3,63.8,1.76,22.4,16.7,71.2,48.9,17.3,63.3,64.9,99,61
GSW,GSW @ ATL,3/2/18,W,48,110.7,104.8,5.9,78.6,1.83,23.4,12.8,71.4,45.5,17.5,60.1,64.3,103.5,59
GSW,GSW @ WAS,2/28/18,W,48,112.4,103.1,9.3,64.9,1.71,19.2,10.8,60.7,40.9,14.4,58.3,64,97.5,58
GSW,GSW @ NYK,2/26/18,W,48,121.4,109.9,11.5,70.5,2.58,21.5,23.8,73.5,50.5,11.7,60.6,64.8,102,57.9
GSW,GSW vs. OKC,2/24/18,W,48,117.9,84.2,33.7,85.7,2.25,24.2,37.5,68.3,55,16.8,56.7,59.1,95,73.1
GSW,GSW vs. LAC,2/22/18,W,48,126.4,121,5.5,66,2.07,22,12.1,67.4,44.3,14.2,71.1,73.7,105.5,52.9
GSW,GSW @ POR,2/14/18,L,48,111.4,118.3,-6.8,55.8,1.5,17.4,18.8,69.4,44.3,15.2,55,59.5,104.5,47.7
GSW,GSW vs. PHX,2/12/18,W,48,125.2,81.4,43.9,69.2,3,24.3,22,68.7,50.9,11.7,64.6,65.7,102.5,81.3
GSW,GSW vs. SAS,2/10/18,W,48,123.2,107.1,16.1,72.9,2.19,24,32.4,71.7,55.6,16.2,63.5,66.6,98.5,58.1
GSW,GSW vs. DAL,2/8/18,W,48,124.7,107.3,17.5,82.2,2.31,24.2,42.2,69.2,56.7,16.5,59.1,62.5,96.5,59.8
GSW,GSW vs. OKC,2/6/18,L,48,101.9,121.4,-19.4,73,1.08,18.9,29.5,70.4,52,24.3,53.9,58.6,103,47.9
GSW,GSW @ DEN,2/3/18,L,48,108,113.9,-5.9,65.1,2,20.1,23.9,63.6,45.5,14,54.7,56.2,100.5,49.1
GSW,GSW @ SAC,2/2/18,W,48,113.3,100,13.3,56.8,1,18,24.3,80.4,58.1,23.8,65.6,68.4,104.5,57.5
GSW,GSW @ UTA,1/30/18,L,48,97.1,125.2,-28.2,69.2,1.35,19.1,25.5,74.4,46.7,19.6,48.8,52.5,102.5,38.7
GSW,GSW vs. BOS,1/27/18,W,48,111.2,107.1,4.1,50,1.58,14.7,25.5,70.6,49,12.2,51.2,57.1,98,57.7
GSW,GSW vs. MIN,1/25/18,W,48,123.5,111.9,11.6,77.1,2.31,24.3,29.5,66.7,50.5,15.7,65.7,65.9,101.5,57.4
GSW,GSW vs. NYK,1/23/18,W,48,124.2,112,12.2,87,3.33,27.8,13.5,80.5,48.7,12.1,63.3,67,99.5,57.3
GSW,GSW @ HOU,1/20/18,L,48,108,116,-8,77.5,1.63,22.5,18.2,64,42.6,19,59.1,60.9,100,48.1
GSW,GSW @ CHI,1/17/18,W,48,112.3,106.7,5.6,57.1,1.6,17.6,15.9,72.6,49.1,14.2,57.7,62.6,105.5,55.3
GSW,GSW @ CLE,1/15/18,W,48,114.6,104.9,9.7,80.5,1.94,22,33.3,69.6,52.9,16.5,55.3,60.1,103,56.5
GSW,GSW @ TOR,1/13/18,W,48,127,123.8,3.2,59.6,4,21.2,11.1,62.7,41.4,7,63.6,68,100.5,54.9
GSW,GSW @ MIL,1/12/18,W,48,120,104.4,15.6,63.6,2.55,21.9,27,72,52.9,12.2,58.9,62.1,90,62
GSW,GSW vs. LAC,1/10/18,L,48,102.9,120.2,-17.3,68.4,1.63,19.4,11.9,60,38,15.5,53.2,58.6,103.5,45.1
GSW,GSW vs. DEN,1/8/18,W,48,127.8,117.5,10.3,68.8,2.06,22.9,35,64.7,51.6,16.5,64.1,65.8,97,55.4
GSW,GSW @ LAC,1/6/18,W,48,113.1,99.1,14,79.5,1.82,19.3,38.3,73.7,55.6,15.9,48.4,54.9,106.5,59.6
GSW,GSW @ HOU,1/4/18,W,48,121.6,110.7,10.9,72.9,2.69,24.1,19,84.3,54.8,12.7,62.6,64.7,102.5,58.8
GSW,GSW @ DAL,1/3/18,W,48,120.2,116.2,4,75,2.57,24,22.7,78,52.1,13.5,59.9,62.9,104.5,54.4
GSW,GSW vs. MEM,12/30/17,W,48,143.9,129.3,14.6,74,3.7,25.7,25,68.8,50,10.2,69.4,73.4,98.5,57.9
GSW,GSW vs. CHA,12/29/17,L,48,101,109.9,-8.9,80,1.78,22.5,23.4,69.2,47.5,18.2,50.6,53.9,100,43.8
GSW,GSW vs. UTA,12/27/17,W,48,120,97.1,22.9,72.5,2.31,25.2,13.2,78.3,53.1,15.2,65.7,67.4,104.5,66.6
GSW,GSW vs. CLE,12/25/17,W,48,105.3,96.8,8.5,73.7,1.87,21.1,25,65,47.2,16,52.4,55.3,94.5,64
GSW,GSW vs. DEN,12/23/17,L,48,87.1,102.1,-15,78.1,1.39,18.5,30.9,66.7,47,19.4,39.9,44.3,93.5,42.5
GSW,GSW vs. LAL,12/22/17,W,48,110.8,105,5.8,57.1,1.5,17.1,30.4,61.4,47.6,15.7,53.5,58.3,101.5,57.9
GSW,GSW vs. MEM,12/20/17,W,48,110.2,94.4,15.8,76.5,1.63,20.3,33.3,60.3,49,18.2,50.7,57.1,88.5,64.8
GSW,GSW @ LAL,12/18/17,W,53,103.6,102.7,0.9,58.1,1.67,15.7,34.4,79.3,55.7,13.4,45.3,49.9,100.98,52.3
GSW,GSW vs. DAL,12/14/17,W,48,117.9,104.3,13.6,74.5,2.19,25.7,18.8,80.9,55.7,16.8,67.3,68.3,94,60.9
GSW,GSW vs. POR,12/11/17,W,48,114.4,108.3,6.1,59.1,1.86,19.8,22.2,71.7,51.7,14.4,61.3,63.4,96.5,58.5
GSW,GSW @ DET,12/8/17,W,48,102,98,4,74.4,2.07,21.5,13.6,70.7,46.1,14,52.5,56.2,100,58.4
GSW,GSW @ CHA,12/6/17,W,48,104.1,88.8,15.3,65,1.73,19.8,20,68.3,48.1,15.5,54.2,56.3,97.5,62.8
GSW,GSW @ NOP,12/4/17,W,48,116.8,107.5,9.3,80,2.12,24,17,74.5,45.7,15.9,60.9,63.2,107,55.9
GSW,GSW @ MIA,12/3/17,W,48,133.7,102.2,31.5,68.1,3.2,23.7,33.3,81.3,59.8,10.9,62.5,65,92.5,66.1
GSW,GSW @ ORL,12/1/17,W,48,129.1,109.8,19.3,83.6,2.42,28.8,33.3,69.1,55.7,18.4,69.3,71.6,102.5,65.2
GSW,GSW @ LAL,11/29/17,W,53,110.4,107,3.5,63.8,1.36,18.5,36,80,58,19.1,56.4,59.7,104.15,52.7
GSW,GSW vs. SAC,11/27/17,L,48,116.5,122.2,-5.7,77.5,2.07,22.8,35,68.3,51.9,16.5,60,61.5,90.5,50
GSW,GSW vs. NOP,11/25/17,W,48,108.9,95,13.9,76.9,3,20.1,32.1,77.4,54.1,9.9,46.8,51.9,100.5,59.2
GSW,GSW vs. CHI,11/24/17,W,48,138.8,91.3,47.6,67.9,3.27,24.7,18.4,69.7,51,10.7,67,71.3,103,76.8
GSW,GSW @ OKC,11/22/17,L,48,87.5,104.9,-17.4,66.7,1,16.2,20.8,67.3,45,21.2,47.5,51.8,103.5,44.3
