TEAM,MATCH UP,GAME DATE,W/L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
ATL,ATL vs. BOS,2/3/20,L,48,113.9,121.8,-7.9,52.4,1.29,16.5,23.3,70.5,47.1,16.8,57.1,61.7,101,46.2
ATL,ATL @ DAL,2/1/20,L,48,99,123,-24,51.4,1.73,14.2,24.1,78.4,49.5,10.9,46.2,49.9,100.5,39.5
ATL,ATL vs. PHI,1/30/20,W,48,117.6,108.3,9.3,69,1.81,19.6,23.4,82.4,54.1,14.8,54.6,61.5,108,52.9
ATL,ATL @ TOR,1/28/20,L,48,103.6,118.2,-14.5,68.3,1.56,18.9,20.8,73.1,46.7,16.4,51.1,55.3,110,43.8
ATL,ATL vs. WAS,1/26/20,W,48,135.7,120.9,14.8,55.6,2,19.4,31,83,58.4,13.4,66.1,70.4,111,57.2
ATL,ATL @ OKC,1/24/20,L,48,109.9,137.3,-27.4,57.1,2.18,17.5,23.1,67.5,42.4,10.9,51.6,55.1,101.5,37.6
ATL,ATL vs. LAC,1/22/20,W,48,101,95,6,58.3,1.4,13.9,42,80.4,58.3,14.9,40.7,45.5,100.5,48.9
ATL,ATL vs. TOR,1/20/20,L,48,106.4,110.9,-4.5,63.4,1.08,17.6,27.7,73.3,53.3,21.8,56.6,60,110,48.4
ATL,ATL vs. DET,1/18/20,L,48,101,132,-31.1,45,0.9,13,33.3,62.2,45.1,19.6,48.4,51.7,102.5,31.5
ATL,ATL @ SAS,1/17/20,W,48,115.2,113.2,2,51.2,1.11,15.6,20.9,68.5,47.4,18.1,61.6,64.4,105.5,50.2
ATL,ATL vs. PHX,1/14/20,W,48,119.4,105.8,13.6,54.3,1.47,17.4,33.3,75.5,54.6,16.5,57,60.4,103.5,52.8
ATL,ATL @ BKN,1/12/20,L,48,80.4,100.9,-20.6,71.9,1.92,16.7,12.1,76.7,37.6,11.2,39.2,42.2,107,35.1
ATL,ATL @ WAS,1/10/20,L,48,93.5,103.7,-10.2,46.3,1.06,13.8,22.6,64.9,47.7,16.7,50,50.7,107.5,47.8
ATL,ATL vs. HOU,1/8/20,L,48,106.5,111.9,-5.4,51.3,1.82,13.4,32.8,69,49.6,10.2,42.9,48.8,108.5,42.7
ATL,ATL vs. DEN,1/6/20,L,48,121.1,129.5,-8.4,68.6,2.4,19,16.3,72.9,46.2,10.5,57.1,63.1,95,45.8
ATL,ATL vs. IND,1/4/20,W,48,118.4,113.3,5.1,52.4,1.57,17.1,27.5,68.5,51.1,14.3,57.3,62.7,98,54.4
ATL,ATL @ BOS,1/3/20,L,48,102.9,106.9,-4,66.7,1.86,18.6,21.8,66.1,44.1,13.6,50.5,53.2,102.5,44.9
ATL,ATL @ ORL,12/30/19,W,48,104.1,94.9,9.2,53.8,1,16,30.2,75,55.6,21.6,53.7,57.1,97.5,55.7
ATL,ATL @ CHI,12/28/19,L,48,80.2,116,-35.8,75,1.14,17.5,25,71.1,45.5,20.8,42.4,44.6,100.5,32.2
ATL,ATL vs. MIL,12/27/19,L,48,80.4,103.7,-23.3,60.6,1.11,14.7,14.8,81.3,44,16.8,42.9,44.3,107.5,32.8
ATL,ATL @ CLE,12/23/19,L,48,104.4,109,-4.6,51.1,1.44,16.2,17.6,74.5,44.9,14.2,55.3,57.6,112,49.1
ATL,ATL @ BKN,12/21/19,L,48,102.8,110.9,-8.2,43.6,1.7,11.9,24.6,67.2,44.1,9.2,42.4,47.9,109.5,41.9
ATL,ATL vs. UTA,12/19/19,L,48,98.1,104.7,-6.6,61.5,1.5,16.8,21.2,74,47.1,14.8,49.4,53.9,107,45.4
ATL,ATL @ NYK,12/17/19,L,48,112.1,134.9,-22.8,44.4,1.82,14.2,25,65.2,43.1,10.3,53,55.7,106.5,37.3
ATL,ATL vs. LAL,12/15/19,L,48,90.6,95.3,-4.7,58.1,0.9,13.1,22.4,71.2,45.5,18.9,43,49.5,106,39.8
ATL,ATL vs. IND,12/13/19,L,48,94.3,103.8,-9.4,61.5,1.6,16.6,27.1,83.3,52.3,14.2,44.7,48,106,43.6
ATL,ATL @ CHI,12/11/19,L,48,96.2,125.9,-29.7,74.3,1.13,18.1,23.5,81,49.5,21.7,50,54,107,34.2
ATL,ATL @ MIA,12/10/19,L,53,113.1,125,-11.9,66.7,2.5,20.4,18.2,66,41.7,11.2,57.9,58.8,97.36,42.1
ATL,ATL @ CHA,12/8/19,W,48,124.5,110.3,14.2,63.6,2,20,31.3,69.6,51.9,14.3,58.2,61.9,97.5,57.1
ATL,ATL vs. BKN,12/4/19,L,48,114.6,127.5,-12.9,50,1.5,17.1,26.5,55.8,41.6,15.5,58.3,59.5,102.5,44.8
ATL,ATL vs. GSW,12/2/19,W,48,109.5,82.3,27.2,51.2,1.4,15.8,34.7,60,47.5,15.8,50.6,54.4,95.5,65.4
ATL,ATL @ HOU,11/30/19,L,48,105.7,147.7,-41.9,68.4,1.86,18.6,16.7,59,34.4,13.3,51.1,55.5,106,31.4
ATL,ATL @ IND,11/29/19,L,53,94.5,95.5,-0.9,35.9,0.58,10.2,26.9,75.4,52.3,21.8,48.3,53.1,99.62,46.3
ATL,ATL @ MIL,11/27/19,L,48,101,111,-10,57.9,1.16,15.3,36.7,75,54.5,18.8,46.3,49.2,100.5,40.4
ATL,ATL vs. MIN,11/25/19,L,48,107.6,119,-11.4,63.4,1.44,17.2,35.7,67.9,51.4,17.1,48.9,53.6,105,43.4
ATL,ATL vs. TOR,11/23/19,L,48,114.9,119,-4.1,68.1,2.13,22.4,22.7,64,44.7,14.9,60,61.2,100.5,51.7
ATL,ATL @ DET,11/22/19,L,48,105.1,129.3,-24.2,68.4,1.3,18.4,34,63.2,46.6,20.4,48.9,53.9,98.5,37.9
ATL,ATL vs. MIL,11/20/19,L,48,112.4,120.5,-8.1,61.4,2.08,18,22.2,78.7,48.5,11.5,53.1,57.9,112.5,46.8
ATL,ATL @ LAL,11/17/19,L,48,100,120.8,-20.8,43.2,0.8,11.9,33.3,70.5,50.5,19.8,47.7,52.1,101,35.8
ATL,ATL @ LAC,11/16/19,L,48,92.7,137.6,-45,55.9,1,13,29.5,53.3,39.6,17.4,41.1,47.5,109,27
ATL,ATL @ PHX,11/14/19,L,48,100,114.3,-14.3,62.5,1.14,16.1,32.7,78.3,53.5,19.6,48.4,53.7,112,44.4
ATL,ATL @ DEN,11/12/19,W,48,125,121,4,68.2,2,20.5,38.1,67.8,55.4,15,62,63.8,100,51.5
ATL,ATL @ POR,11/10/19,L,53,101.8,109.7,-7.9,50,1.31,13.9,29.9,64.1,46.6,14.4,45.7,49.1,101.43,43
ATL,ATL vs. SAC,11/8/19,L,48,118.5,131.5,-13,50,1.77,17.6,36.4,71.4,51.9,14.1,58,58.5,92,43.7
ATL,ATL vs. CHI,11/6/19,L,48,87.7,104.6,-16.9,60,0.75,13.7,14.6,82.6,47.9,22.6,44.6,52,107,37.1
ATL,ATL vs. SAS,11/5/19,W,48,104.9,98,6.8,51.2,1.22,15.9,31.3,73.7,54.3,17.5,53.9,55.6,102.5,56
ATL,ATL vs. MIA,10/31/19,L,48,100,109.3,-9.3,55.6,1.25,14.6,38.6,74.5,54.8,16.5,44.9,48.8,97,41.8
ATL,ATL @ MIA,10/29/19,L,48,93.3,106.7,-13.4,80,1.4,19.4,23.5,60,40.6,19.2,48.8,51.8,104.5,43.6
ATL,ATL vs. PHI,10/28/19,L,48,97.2,99.1,-1.9,63.9,1.1,16.1,28.3,70.4,49.5,19.8,48.2,52.5,106,48.7
ATL,ATL vs. ORL,10/26/19,W,48,101,98,3,51.2,1.22,16.5,23.3,67.7,50,17.6,56.5,56.8,101.5,55.6
ATL,ATL @ DET,10/24/19,W,48,119.4,104.2,15.2,61.4,2.08,19.7,27.3,74.5,52.6,13.3,57.6,61.4,97,60.7
BOS,BOS vs. WAS,8/13/20,L,48,90.9,97,-6.1,62.9,1.16,16.2,27.3,66.1,47.4,19.2,44.3,47.8,99,47.8
BOS,BOS @ MEM,8/11/20,W,48,127.1,110.3,16.8,65.9,1.93,20.9,30.4,70.7,52.9,15.6,60.5,63.5,96.5,54.4
BOS,BOS vs. ORL,8/9/20,W,53,110.9,106.3,4.7,71.1,2.46,20.3,27.1,68.3,48.4,11.8,50,54.2,100.53,56.3
BOS,BOS @ TOR,8/7/20,W,48,117.3,94.3,23,57.4,1.8,18.9,23.5,81.5,53.3,14.4,57.3,59.2,105,57.6
BOS,BOS vs. BKN,8/5/20,W,48,136.7,106.5,30.2,58,2.07,19.7,24.4,75.5,53.2,12.8,68.2,72.1,108.5,64.3
BOS,BOS @ MIA,8/4/20,L,48,111.6,117.9,-6.3,40.5,0.94,11.7,38,70.8,54.1,16.8,49.4,54.7,95,43.3
BOS,BOS vs. POR,8/2/20,W,48,132,125.3,6.7,57.1,1.71,18.5,24.3,68.9,48.8,14.4,66.2,69.6,98,51.3
BOS,BOS @ MIL,7/31/20,L,48,106.7,111.2,-4.5,48.6,1.13,12.9,28.1,78.7,51,15.2,46.7,52.9,106,41.5
BOS,BOS @ IND,3/10/20,W,48,116.3,113.3,3.1,46.3,1.9,14.2,32.1,75,52.5,10.2,51.1,55.5,98,50.9
BOS,BOS vs. OKC,3/8/20,L,48,102,105,-3,57.9,1.69,15.8,26.8,77.6,50.5,12.7,48.4,51.8,101,51.4
BOS,BOS vs. UTA,3/6/20,L,48,100,105.3,-5.3,54.3,1.46,14.1,36.1,75.6,52.8,13.8,42.6,46.1,94,45.3
BOS,BOS @ CLE,3/4/20,W,48,117.9,110.4,7.5,40,1.45,12.7,30.6,66.7,49.5,11.6,52.9,57.5,95.5,52.7
BOS,BOS vs. BKN,3/3/20,L,53,107.1,116.2,-9.1,54.5,1.6,15.4,32.3,56.3,44.4,13.4,50,53,100.98,45.2
BOS,BOS vs. HOU,2/29/20,L,53,102.8,102.8,0,56.4,1.57,14.9,29.7,72.9,50.4,13.1,45.5,49.5,97.36,50.5
BOS,BOS @ UTA,2/26/20,W,48,126.7,114.4,12.2,46.7,2.33,17.1,30,71.2,53.3,10,60.1,62.6,90,58.8
BOS,BOS @ POR,2/25/20,W,48,114.6,103.9,10.6,44.2,1.36,14.5,21.3,80.4,52,13.6,58.3,61.4,102.5,53.2
BOS,BOS @ LAL,2/23/20,L,48,107.7,109.6,-1.9,52.6,1.18,14.7,24,73.1,49,16.3,53.6,58.2,104,47.4
BOS,BOS @ MIN,2/21/20,W,48,119.8,111.4,8.4,47.7,1.91,14.3,35.7,78.2,56.8,10.4,51.6,57.1,105.5,53.1
BOS,BOS vs. LAC,2/13/20,W,58,112.8,106.4,6.4,48.9,1.47,13.6,24.6,70.1,48.4,12,52.4,58.5,103.45,55.7
BOS,BOS @ HOU,2/11/20,L,48,100,110.5,-10.5,64.9,1.33,17.3,21.6,87.2,53.1,17.1,50,54.7,105,46
BOS,BOS @ OKC,2/9/20,W,48,119.1,118.1,1.1,50,2.11,15,29.2,72.2,52,9.6,54.8,58.4,94,54.3
BOS,BOS vs. ATL,2/7/20,W,48,113.1,108.1,5.1,62.2,1.77,16.8,28.3,71.2,49.5,13.1,52.3,57.2,99,52.5
BOS,BOS vs. ORL,2/5/20,W,48,120.8,104.2,16.7,50,1.77,17.8,23.8,76.6,51.7,13.5,61,62.3,96,56.4
BOS,BOS @ ATL,2/3/20,W,48,121.8,113.9,7.9,43.8,1.4,15.6,29.5,76.7,52.9,14.9,60,63.1,101,53.8
BOS,BOS vs. PHI,2/1/20,W,48,118.4,96.9,21.4,39.5,1.36,11.9,27.1,70.9,50.5,11.2,52.5,59.2,98,62.1
BOS,BOS vs. GSW,1/30/20,W,48,114.4,100,14.4,64.3,1.17,18,40.4,88.6,63.7,22.1,56.3,60.9,104,55.8
BOS,BOS @ MIA,1/28/20,W,48,111.2,103.1,8.2,61.5,1.71,17.9,25.5,67.8,49.1,14.3,54.8,58.3,98,56.9
BOS,BOS @ NOP,1/26/20,L,48,102.9,116,-13.2,51.2,1.24,15.4,21.6,60.4,41.3,16.2,50.6,54.7,105.5,40
BOS,BOS @ ORL,1/24/20,W,48,112.4,101,11.3,67.5,1.93,19.9,25.5,70.7,50.5,14.4,54.7,58,97,58.9
BOS,BOS vs. MEM,1/22/20,W,48,117.8,94.1,23.8,71.1,2.91,22.4,21.3,76.5,50,10.9,58.4,60.8,101,62.1
BOS,BOS vs. LAL,1/20/20,W,48,137.6,105.9,31.7,59.6,2.58,20.7,41.3,69.2,56.1,11.9,64.5,65.7,101,64.8
BOS,BOS vs. PHX,1/18/20,L,48,111.2,115,-3.7,61.9,2.36,18.1,20,73.5,45.2,10.3,51.6,56.3,107,45.9
BOS,BOS @ MIL,1/16/20,L,48,116,121.9,-5.9,37.2,2,12,20.7,82,49.1,7.5,51.5,56,105.5,43.8
BOS,BOS vs. DET,1/15/20,L,48,107.3,120.8,-13.5,51.2,1.4,16.2,27.7,89.5,55.3,15.6,54.8,56.1,96,42.9
BOS,BOS vs. CHI,1/13/20,W,48,114.1,103.1,11.1,71.8,2.33,20.1,26.7,80,53.3,12.1,52.4,59,98.5,60
BOS,BOS vs. NOP,1/11/20,W,48,130.8,99.1,31.8,52.7,2.64,19.3,32.6,69.8,54.1,10.3,62,64.9,106.5,67
BOS,BOS @ PHI,1/9/20,L,48,103.2,113.5,-10.4,44.7,1.13,13.7,24,66,44.3,15.8,51.1,53.5,95.5,41.2
BOS,BOS vs. SAS,1/8/20,L,48,108.6,122.9,-14.3,70.3,1.73,17.9,25.5,80,48.4,14.3,48.9,55.8,105,41.2
BOS,BOS @ WAS,1/6/20,L,48,93.1,98,-5,51.5,1,12,36.4,79.6,54.8,16.8,38.9,44.2,101,43.5
BOS,BOS @ CHI,1/4/20,W,48,114.4,106.1,8.3,51.2,1.1,16.5,34.1,72,54.9,20.6,57.3,60.8,97.5,53.8
BOS,BOS vs. ATL,1/3/20,W,48,106.9,102.9,4,56.1,1.77,16,33.9,78.2,55.9,12.7,47.3,51.5,102.5,55.1
BOS,BOS @ CHA,12/31/19,W,48,112.4,94.8,17.5,56.8,1.92,18,35.2,74.5,55,13.4,52.6,53.7,97,60.2
BOS,BOS vs. TOR,12/28/19,L,48,98,114.1,-16.2,58.1,1.2,14.1,22,61,39.6,15.2,44.2,51.7,99,41.9
BOS,BOS vs. CLE,12/27/19,W,48,127.7,115.8,11.9,57.1,2.55,19.4,31.3,77.8,53.8,10.9,58.9,62.4,101,53.7
BOS,BOS @ TOR,12/25/19,W,48,118,102,16,56.5,1.37,17.9,39.6,81.8,59.8,19,57.6,60.1,100,53.1
BOS,BOS vs. CHA,12/22/19,W,48,129.3,101.1,28.3,54.3,1.92,18.8,37.2,88.9,66,14.1,60.2,62.6,92,62.4
BOS,BOS vs. DET,12/20/19,W,48,109.6,90.3,19.3,53.3,1.2,16.9,32.6,69.1,53.1,19.2,57.6,59.8,103.5,65
BOS,BOS @ DAL,12/18/19,W,48,110.1,106.2,3.9,37.1,0.81,10,34.6,81.8,58.9,16.2,47.7,54.9,98,48.3
BOS,BOS vs. PHI,12/12/19,L,48,117.2,123.7,-6.5,57.1,4,18.6,23.5,66.7,43,6.5,52.2,55.3,93,42.8
BOS,BOS @ IND,12/11/19,L,48,114.7,120.8,-6.1,58.1,1.67,18.2,25,79.6,52.6,14.7,57.5,60.5,101.5,45.7
BOS,BOS vs. CLE,12/9/19,W,48,118.3,93.6,24.7,48.9,1.22,18,20.6,57.4,44.2,19.4,67.3,67.5,93.5,65.5
BOS,BOS vs. DEN,12/6/19,W,48,113.7,99,14.7,47.7,1.31,16.9,21.1,62.5,45.7,16.8,61.6,63.1,95.5,57.9
BOS,BOS vs. MIA,12/4/19,W,48,117.9,97.9,20,60,1.91,16.5,27.1,78.7,52.6,11.6,54.4,60.2,95,62.1
BOS,BOS @ NYK,12/1/19,W,48,114.1,106.1,8,61,1.79,17.5,37.5,72.7,53,14.1,52.2,55,98.5,53.7
BOS,BOS @ BKN,11/29/19,L,48,103.9,107.7,-3.8,39,0.84,11.7,32.1,66.7,48.6,18.4,48.9,52.3,103.5,47
BOS,BOS vs. BKN,11/27/19,W,48,118.6,108.9,9.7,53.5,1.64,15.6,40,72.7,56.4,13.7,51,56.2,101.5,57.9
BOS,BOS vs. SAC,11/25/19,W,48,114.4,112.1,2.4,52.6,1.67,15.6,38.3,66.7,52.2,13.3,48.8,54.1,90.5,50.7
BOS,BOS @ DEN,11/22/19,L,48,93.9,98,-4.1,63.6,1.62,16.5,18,68.6,43.6,13.3,45.1,50.5,98,48.7
BOS,BOS @ LAC,11/20/19,L,53,97.2,100,-2.8,63.4,1.44,16.6,37.5,67.9,51.7,16.8,45.2,47.2,96.91,45
BOS,BOS @ PHX,11/18/19,W,48,98,85.9,12.2,59.5,1.29,15.9,27.8,84,54.8,16.8,48.3,51.3,100,55.7
BOS,BOS @ SAC,11/17/19,L,48,103.1,104.2,-1,76.5,1.73,19.5,26,75.5,51.5,15.6,47.6,53.5,96,52.8
BOS,BOS @ GSW,11/15/19,W,48,101,95.2,5.7,64.9,1.71,17.1,22,68.5,44.2,13.5,47.8,51.9,104.5,52
BOS,BOS vs. WAS,11/13/19,W,48,129.6,124.3,5.3,65.3,2.67,20.5,33.3,80.9,56.8,11.1,59.4,64.4,107.5,52.8
BOS,BOS vs. DAL,11/11/19,W,48,126.1,114,12.1,61,2.78,19.2,27.1,66.1,48.1,9.8,56.4,59.8,92.5,56.2
BOS,BOS @ SAS,11/9/19,W,48,128.6,108.5,20.1,58.3,3.11,19.7,18.4,63.5,43.8,8.6,58.5,63.5,105.5,61.1
BOS,BOS @ CHA,11/7/19,W,48,103.8,83.7,20.2,72.5,2.23,20,23.2,76.8,50,12.5,48.4,52.4,104,62.6
BOS,BOS @ CLE,11/5/19,W,48,115.5,109.7,5.8,50,1.71,18.2,13.2,76.4,50.5,13.6,63.5,65,103,55.7
BOS,BOS vs. NYK,11/1/19,W,48,107.2,104.1,3.1,63.6,1.5,17.4,9.8,70,45.5,14.4,52,59.9,97.5,56.7
BOS,BOS vs. MIL,10/30/19,W,48,114.9,102.9,11.9,61,2.5,18.2,20.4,85.7,51.5,9.9,53.8,57.3,101.5,55.3
BOS,BOS @ NYK,10/26/19,W,48,115.7,94.1,21.6,57.1,1.85,16.8,29.3,60.7,44.7,12.7,53.2,55.8,101.5,63.7
BOS,BOS vs. TOR,10/25/19,W,48,106.7,101.9,4.7,50,2.1,14,35.3,86,55,9.5,44.5,48.3,104.5,53.7
BOS,BOS @ PHI,10/23/19,L,48,90.3,103.9,-13.6,54.5,1.64,13.2,22.7,65.4,41.5,10.7,40.6,44.3,103,31.9
BKN,BKN vs. POR,8/13/20,L,48,127.9,128.8,-1,52.8,2,18.9,34,62.5,49.5,13.5,62.5,63.7,104,50.7
BKN,BKN @ ORL,8/11/20,W,48,106.9,95,11.9,68.4,1.73,18.6,24.5,73.6,49.1,14.9,50,54.2,101,59.3
BKN,BKN @ LAC,8/9/20,W,48,129,122.4,6.6,68.1,2,22.4,26.8,78,54.9,16,67.1,69.1,99,54.6
BKN,BKN vs. SAC,8/7/20,W,48,116.7,105,11.7,71.4,2.73,21.1,20,72.2,47.1,10.8,58.7,60.5,101.5,59.7
BKN,BKN @ BOS,8/5/20,L,48,106.5,136.7,-30.2,51.1,1.28,16.1,24.5,75.6,46.8,16.7,51.6,55.2,108.5,35.7
BKN,BKN @ MIL,8/4/20,W,48,112.3,106.4,5.8,69.8,4.29,20.5,16.1,74.5,42.5,6.6,51.9,54.1,107.5,47.7
BKN,BKN vs. WAS,8/2/20,W,48,118,108.9,9.1,60.5,2.09,16.4,31.5,72.5,51.4,11,48.3,55.5,100.5,52.3
BKN,BKN vs. ORL,7/31/20,L,48,113.5,123.1,-9.6,68.2,2.14,20.7,22,76.7,47.3,13.5,55.5,58.3,104,42.9
BKN,BKN @ LAL,3/10/20,W,48,108.3,105.2,3.2,64.9,2.18,17.6,28.6,74,50,11.5,48.3,51.9,96.5,50.1
BKN,BKN vs. CHI,3/8/20,W,48,105.8,101.9,3.9,65.6,0.72,15.7,25.7,86,63,27.9,58.6,67,104.5,55.6
BKN,BKN vs. SAS,3/6/20,W,48,128.7,112.1,16.6,62.7,4,21.1,24.5,92,58.6,7.4,60.9,63.4,107.5,55.5
BKN,BKN vs. MEM,3/4/20,L,48,83.2,122.9,-39.8,50,1.07,11.9,27.4,56.1,41.2,14.7,37.2,40.5,95.5,26.8
BKN,BKN @ BOS,3/3/20,W,53,116.2,107.1,9.1,51.2,1.05,13.7,43.8,67.7,55.6,18.9,50,55.3,100.98,54.8
BKN,BKN @ MIA,2/29/20,L,48,116.5,119.6,-3.1,75,3,21.7,22.4,76,49.5,10.3,55.8,58.8,97,48.9
BKN,BKN @ ATL,2/28/20,L,48,112.4,135.6,-23.2,71.4,2.31,20.4,23.1,66.7,44.7,12.4,55.4,58.3,104.5,41.5
BKN,BKN @ WAS,2/26/20,L,48,102.9,107.8,-4.9,41.7,0.83,10.8,37.5,76.8,57.1,17.5,47.1,51.8,102.5,47.2
BKN,BKN vs. ORL,2/24/20,L,48,115.3,118.6,-3.3,63,2.42,20.4,30.2,78.7,53,12.2,56.3,56.8,97.5,47.2
BKN,BKN @ CHA,2/22/20,W,48,117.3,87.8,29.6,61.9,2.6,19.5,18.4,76.2,50.9,10.2,58,60.3,98,67.5
BKN,BKN @ PHI,2/20/20,L,53,98.1,106.7,-8.6,61.1,1.38,14.2,39.7,77.6,55.6,15.1,40.2,45.5,95.55,36
BKN,BKN vs. TOR,2/12/20,W,48,103.1,92.9,10.2,75,1.59,19,30.4,80.7,55.8,17.3,46,51,98,59
BKN,BKN @ IND,2/10/20,W,48,112.8,110.5,2.2,57.1,2,15,34.5,81.3,56.3,10.6,47.1,52.4,94.5,48.5
BKN,BKN @ TOR,2/8/20,L,48,121.6,122.7,-1,65.9,3,19.4,30.8,68,49,9.3,53.3,57.5,97,51.4
BKN,BKN vs. GSW,2/5/20,W,48,127.7,88,39.7,56.9,1.93,19.5,40,84.4,64.9,14.9,58,60.5,100.5,69.6
BKN,BKN vs. PHX,2/3/20,W,48,119,97,22,65.1,1.65,19.6,33.3,69.2,52,17,56.7,60.6,100,58.9
BKN,BKN @ WAS,2/1/20,L,48,105.9,110.8,-4.8,64.1,1.56,17.2,33.3,67.2,51.2,15.8,50,51.8,101.5,48.2
BKN,BKN vs. CHI,1/31/20,W,48,130.4,113.5,16.9,62,1.55,22.3,20.6,72.7,50,19.6,71.9,73.1,103,56
BKN,BKN vs. DET,1/29/20,W,48,125,115,10,60.5,2.6,19.3,21.7,72.1,46.1,10,59.4,63.6,100,54
BKN,BKN @ NYK,1/26/20,L,48,100,113.4,-13.4,61.8,1.31,16,25.5,63.8,43.9,16.5,50,53.2,97,43.8
BKN,BKN @ DET,1/25/20,W,53,116.3,105.7,10.6,45.2,1.73,13.8,28.3,71.9,52.1,10.6,52.7,57.6,94.64,57.6
BKN,BKN vs. LAL,1/23/20,L,48,106.6,120.8,-14.2,75,1.88,20.7,19.2,72,45.1,15.1,55.5,57.9,106,44.7
BKN,BKN vs. PHI,1/20/20,L,48,106.7,110.4,-3.6,56.4,1,15.6,30.6,69.1,51,21.2,54.9,57.8,105,44.5
BKN,BKN vs. MIL,1/18/20,L,48,87.4,104.5,-17.1,69.7,1.35,15.5,21.2,84.8,47.3,15.3,40.9,45.5,111.5,37
BKN,BKN @ PHI,1/15/20,L,48,107.1,117,-9.9,52.6,1.33,14.7,30.9,70.2,49,15.2,50.6,52.9,99.5,40.9
BKN,BKN vs. UTA,1/14/20,L,48,110.3,122.9,-12.6,48.9,1.83,16.5,28.6,76.1,51.6,12.4,54.4,55.4,96.5,46.3
BKN,BKN vs. ATL,1/12/20,W,48,100.9,80.4,20.6,61,0.96,17.7,23.3,87.9,62.4,24.3,59.7,60.2,107,64.9
BKN,BKN vs. MIA,1/10/20,W,48,118.2,115.3,2.9,68.9,3.1,21.5,28.8,86.4,55.2,10.1,56.5,57.7,98.5,51.4
BKN,BKN vs. OKC,1/7/20,L,53,92,99.1,-7.1,47.5,1.12,13.1,23,78.6,49.6,15.2,46.4,49,101.43,42.2
BKN,BKN @ ORL,1/6/20,L,48,87.3,100,-12.7,62.5,1.54,14.6,25,74.5,46.2,12.7,38.5,42.6,101.5,39.4
BKN,BKN vs. TOR,1/4/20,L,48,103,121,-18,75,1,18.5,17.9,66.7,46.9,24.2,57.5,62.2,99.5,45.1
BKN,BKN @ DAL,1/2/20,L,48,112.1,124.2,-12.1,69,2.42,20.4,27.5,71.1,47.9,12.1,52.7,56.4,99,47
BKN,BKN @ MIN,12/30/19,L,53,97.5,102.5,-5.1,55,1.29,14.7,16.1,77.6,48.1,14.4,48,51.9,107.32,45.9
BKN,BKN @ HOU,12/28/19,L,48,95.1,105.9,-10.7,64.9,1.6,16.9,27.1,69.4,48.8,14.6,46.2,48.4,102.5,48.8
BKN,BKN vs. NYK,12/26/19,L,48,82,94,-12,81,1.31,13.5,16.7,75.4,45.3,13,35.3,43.7,100,42
